n_estimators,max_depth,max_features,min_samples_split,min_samples_leaf,mean_test_score,std_test_score
100,10,log2,10,4,-0.2809943612829358,0.014451509309452026
200,10,log2,10,4,-0.28109364439646384,0.0146184254072366
300,10,log2,10,4,-0.2809849000089601,0.01556844165547615
100,20,log2,10,4,-0.2764569610953349,0.01576962352173767
200,20,log2,10,4,-0.2760928754856645,0.01578034040284883
300,20,log2,10,4,-0.2752250717934699,0.014729609099530692
