n_estimators,max_depth,max_features,min_samples_split,min_samples_leaf,mean_test_score,std_test_score
100,10,log2,10,4,-0.308833481018527,0.09583150971950834
200,10,log2,10,4,-0.3093324291899791,0.09724079666804053
300,10,log2,10,4,-0.30869886593786866,0.09669667215649018
100,20,log2,10,4,-0.3079068513132438,0.09750628092814502
200,20,log2,10,4,-0.30790387316968293,0.09441879025721377
300,20,log2,10,4,-0.30729083566702353,0.09616662167660885
