n_estimators,max_depth,max_features,min_samples_split,min_samples_leaf,mean_test_score,std_test_score
100,10,log2,10,4,-0.4161991356424631,0.12150313852104584
200,10,log2,10,4,-0.414803484692763,0.12164403162449261
300,10,log2,10,4,-0.4184540447825643,0.12268211239040452
100,20,log2,10,4,-0.4185608732952841,0.12494724481988849
200,20,log2,10,4,-0.41621225180811516,0.1204683002351063
300,20,log2,10,4,-0.4167460361061989,0.12156965952160372
