alpha,mean_test_score,std_test_score
0.01,-0.0734877340365479,0.007336577320990456
0.1,-0.08856504936591927,0.011889192944311603
1.0,-0.19552523087443255,0.012629622008332878
10.0,-0.374594869870105,0.0158001979919774
100.0,-0.4517921671179721,0.013962064050490578
