alpha,mean_test_score,std_test_score
0.01,-0.17461053142496147,0.07579548132267086
0.1,-0.2588407509222984,0.09177063605890765
1.0,-0.3177803021001062,0.0994465747680227
10.0,-0.42581373776748455,0.10668419146021338
100.0,-0.703206791064904,0.13505133355830234
