alpha,mean_test_score,std_test_score
0.01,-0.09092044752837794,0.01583539620207371
0.1,-0.10784074084726084,0.013164892537451964
1.0,-0.2273215417272867,0.01421336528888269
10.0,-0.37900281247668427,0.015594906654191307
100.0,-0.45177444061933986,0.013936731987880138
