alpha,mean_test_score,std_test_score
0.01,-0.0391119715026089,0.017857110517282056
0.1,-0.06070237199311461,0.018418550199283037
1.0,-0.19603904413605247,0.02257969120587156
10.0,-0.38682561587401415,0.051090049817043376
100.0,-0.4679888351448519,0.048560652004916195
