alpha,mean_test_score,std_test_score
0.01,-0.06255469926466445,0.00904019400477201
0.1,-0.20845558012730572,0.01823430767294709
1.0,-0.3071355790297476,0.020203012658669636
10.0,-0.42132888881744146,0.022949440471865656
100.0,-0.6878027891609122,0.030833708021508935
