alpha,mean_test_score,std_test_score
0.01,-0.09281434972202438,0.011303687681465219
0.1,-0.2221888627876653,0.008904188546277269
1.0,-0.3015150095624528,0.01659297009762972
10.0,-0.4164325659283362,0.01866727641156275
100.0,-0.7000013375384837,0.032237960813634385
