alpha,mean_test_score,std_test_score
0.01,-0.03208863118362268,0.019124990184788807
0.1,-0.04934602583547021,0.018187314914402557
1.0,-0.1715256685801634,0.02352147689854831
10.0,-0.3855736201857153,0.04839227702364499
100.0,-0.46798880915581587,0.04856062175294256
