alpha,mean_test_score,std_test_score
0.01,-0.18295242932955208,0.06680098161358755
0.1,-0.27014644418932243,0.09412817647750078
1.0,-0.3229750945340707,0.10046448109179443
10.0,-0.4258136682745164,0.10668403999224191
100.0,-0.703206791064904,0.13505133355830234
