alpha,mean_test_score,std_test_score
0.01,-0.24288928988503117,0.1578627378574184
0.1,-0.2481369622421762,0.17908586905441204
1.0,-0.29962987138265074,0.16371140608993134
10.0,-0.4150631693765689,0.17076753988928994
100.0,-0.4775154996257903,0.1667778245289947
