alpha,mean_test_score,std_test_score
0.01,-0.264051054278977,0.15817458134321358
0.1,-0.2633382229462586,0.15823466643460907
1.0,-0.325540516318435,0.16607753866198244
10.0,-0.4212872550595903,0.16924485209306564
100.0,-0.47751538800256865,0.16677771504778122
