Ranking,Vehicle Year-Model,Coefficient
3885.0,1999.0_G20,-24.504687458632183
3884.0,1995.0_7 SERIES,-24.492315482480922
3883.0,2009.0_PT CRUISER,-24.467229194534944
3882.0,2008.0_CARAVAN,-24.451457980346966
3881.0,1997.0_C3500,-24.426655927924383
3880.0,2000.0_MONTANA,-24.410635818981945
3879.0,2002.0_S10,-24.40372398987665
3878.0,1990.0_CUTLASS SUPREME,-24.357750821805844
3877.0,2009.0_M35,-24.336613529684787
3876.0,2014.0_CAMARO,-24.330606424902335
3875.0,2009.0_FLEX,-24.322428373770617
3874.0,1989.0_K1500,-24.321280317972626
3873.0,2006.0_GRAND PRIX,-24.308537828964504
3872.0,2006.0_M2,-24.238634705076155
3871.0,2000.0_GOLF,-24.233250712202864
3870.0,1999.0_CENTURY,-24.232313808647138
3869.0,1995.0_NEON,-24.228485327276548
3868.0,1986.0_CARAVELLE,-24.221006751621086
3867.0,1997.0_SAFARI,-24.211530121816015
3866.0,1993.0_COUGAR,-24.196359709755676
3865.0,2008.0_ES 350,-24.15298248598529
3864.0,1998.0_ELANTRA,-24.131874086265842
3863.0,2016.0_SENTRA,-24.094222886848616
3862.0,1985.0_CALAIS,-24.071049015170544
3861.0,1995.0_CENTURY,-24.058829722864477
3860.0,1986.0_XJ6,-24.042005420806845
3859.0,1997.0_J30,-24.030661098563957
3858.0,2017.0_CROSSTREK,-24.002424100350552
3857.0,2000.0_GRAND PRIX,-23.986253028770417
3856.0,2007.0_FORENZA,-23.961843904876062
3855.0,1997.0_RAV4,-23.90729771432316
3854.0,2005.0_LS,-23.864479842937293
3853.0,2010.0_CROWN VICTORIA,-23.775324893846715
3852.0,1996.0_S-CLASS,-23.735538298103243
3851.0,2014.0_SONATA,-23.734847180786087
3850.0,1998.0_G2500,-23.686982501197882
3849.0,1995.0_XJ6,-23.666313035579467
3848.0,2007.0_CL-CLASS,-23.665305194487573
3847.0,2004.0_SABLE,-23.657938097232602
3846.0,2007.0_ECONOLINE,-23.65422200808954
3845.0,2019.0_F-150,-23.639001013850052
3844.0,1991.0_FIREBIRD,-23.637567330967787
3843.0,1990.0_PRIZM,-23.627175404441207
3842.0,2003.0_DISCOVERY,-23.61251623154242
3841.0,2013.0_ACCORD,-23.592693163755882
3840.0,2001.0_ECHO,-23.56736153205723
3839.0,2016.0_COROLLA,-23.559233661521567
3838.0,2000.0_LEGANZA,-23.541738634597067
3837.0,1975.0_C-CLASS,-23.52457405989503
3836.0,1986.0_5 SERIES,-23.51224195498647
3835.0,2014.0_ROGUE,-23.510169855234782
3834.0,2002.0_TL,-23.509719525973026
3833.0,1985.0_CENTURY,-23.503614763881046
3832.0,2004.0_XJ8,-23.450513593814275
3831.0,2008.0_OPTIMA,-23.43304377149319
3830.0,2008.0_SPECTRA5,-23.36677159099753
3829.0,1992.0_MAXIMA,-23.35980153514533
3828.0,2007.0_SEQUOIA,-23.35130971018211
3827.0,2008.0_EX35,-23.318145211568535
3826.0,2003.0_F-250,-23.25498004801099
3825.0,2014.0_TC,-23.25448639786422
3824.0,2005.0_LANCER,-23.200522619279642
3823.0,1997.0_ES 300,-23.18055094114749
3822.0,2006.0_COBALT,-23.15153090360977
3821.0,2009.0_PATHFINDER,-23.11378715910859
3820.0,2011.0_CIVIC,-23.107287846822317
3819.0,1993.0_240,-23.099701692308255
3818.0,2008.0_GRAND PRIX,-23.097519342077103
3817.0,1991.0_STEALTH,-23.0812387483582
3816.0,1993.0_ACCLAIM,-23.07339105145746
3815.0,2006.0_MONTEGO,-23.063208974071923
3814.0,1994.0_SABLE,-23.061613601636385
3813.0,1999.0_SIERRA,-23.05549764003384
3812.0,2004.0_GRAND VITARA,-22.97195935966259
3811.0,2000.0_TIBURON,-22.942298562014624
3810.0,2001.0_F-450,-22.924666266034638
3809.0,1993.0_TROOPER,-22.88140219529993
3808.0,2016.0_SOUL,-22.86714807029188
3807.0,2003.0_F-150,-22.846181330793925
3806.0,1987.0_DEVILLE,-22.796267064874197
3805.0,1999.0_CR-V,-22.749926473157124
3804.0,2013.0_AVENGER,-22.748270657574547
3803.0,2005.0_RSX,-22.739828902164493
3802.0,2007.0_RANGE ROVER,-22.718641230700424
3801.0,1993.0_SC 400,-22.712905065148473
3800.0,1992.0_TOWN CAR,-22.7082989733876
3799.0,1993.0_F-250,-22.681958204809494
3798.0,1991.0_SHADOW,-22.67932773339698
3797.0,2016.0_LANCER,-22.642754379441428
3796.0,1999.0_SIENNA,-22.64273578590952
3795.0,2010.0_STS,-22.639834827781584
3794.0,1992.0_SC 300,-22.618031358262936
3793.0,1986.0_CHEROKEE,-22.550541696520977
3792.0,1995.0_900,-22.546134213412383
3791.0,2002.0_XK8,-22.54021552686714
3790.0,2014.0_ECONOLINE,-22.492188812406813
3789.0,2005.0_FX45,-22.431632990712057
3788.0,2007.0_MKZ,-22.425480725434145
3787.0,2014.0_TRANSIT CONNECT,-22.406994041743605
3786.0,1983.0_STANZA,-22.37537733951369
3785.0,1997.0_CIRRUS,-22.33684236645192
3784.0,2001.0_MOUNTAINEER,-22.285267401385077
3783.0,2012.0_XTERRA,-22.216055139528468
3782.0,2011.0_TRIBUTE,-22.21221298776023
3781.0,1991.0_CAPRI,-22.148774112437373
3780.0,2013.0_MUSTANG,-22.12074581097844
3779.0,2003.0_AZTEK,-22.101559272378854
3778.0,2001.0_300M,-22.092106780791642
3777.0,2010.0_LEGACY,-21.94517013220173
3776.0,1994.0_EXCEL,-21.934922003329987
3775.0,2002.0_IMPREZA,-21.92314003453305
3774.0,2003.0_OUTBACK,-21.886104118595796
3773.0,2018.0_MAZDA3,-21.86984743080063
3772.0,1994.0_S SERIES,-21.854362305048245
3771.0,1999.0_TL,-21.850345047935562
3770.0,1993.0_NINETY EIGHT,-21.847745123740967
3769.0,1987.0_FIERO,-21.84414663750432
3768.0,2011.0_CR-Z,-21.802270741463214
3767.0,2017.0_YARIS IA,-21.799119439229834
3766.0,1997.0_C1500,-21.69924693734092
3765.0,2004.0_TIBURON,-21.653715755638597
3764.0,2013.0_300,-21.577114228448078
3763.0,2017.0_PATHFINDER,-21.51579661957
3762.0,1996.0_T100,-21.504561869231388
3761.0,2006.0_TITAN,-21.490483921391366
3760.0,1997.0_XJ6,-21.46832514347925
3759.0,2000.0_TROOPER,-21.45911391391113
3758.0,1998.0_ROADSTER,-21.41694472349414
3757.0,2002.0_INTREPID,-21.40092180889522
3756.0,2011.0_RANGE ROVER SPORT,-21.32985822033037
3755.0,2002.0_X5,-21.318604801788627
3754.0,2004.0_CAVALIER,-21.310085222219666
3753.0,1995.0_LUMINA,-21.28440869957773
3752.0,2001.0_ECONOLINE WAGON,-21.228542686409266
3751.0,2000.0_A6,-21.2228724377026
3750.0,2011.0_MUSTANG,-21.128986622975763
3749.0,1995.0_CAPRICE CLASSIC OR IMPALA,-21.115568893667593
3748.0,1995.0_400,-21.104677534581914
3747.0,1995.0_GRAND PRIX,-21.073136174388306
3746.0,2003.0_SUBURBAN,-21.039924547458316
3745.0,2009.0_MAZDA5,-21.03427916260154
3744.0,2006.0_EXPEDITION EL,-21.029342162510797
3743.0,1995.0_TAURUS,-21.009400611595833
3742.0,1979.0_BLAZER,-21.003697148215796
3741.0,2009.0_ELANTRA TOURING,-21.00321743882484
3740.0,2004.0_I35,-20.99995865852978
3739.0,1991.0_EXPRESS,-20.963850865889185
3738.0,2001.0_SEPHIA,-20.962687151569252
3737.0,2016.0_CX-5,-20.961432189088864
3736.0,1986.0_GRAND PRIX,-20.903221245903556
3735.0,2006.0_C-CLASS,-20.887216324599216
3734.0,1990.0_BRONCO,-20.876791901912387
3733.0,2013.0_ESCAPE,-20.85399698419662
3732.0,2002.0_TUNDRA,-20.834667153440424
3731.0,2010.0_S80,-20.81059337918357
3730.0,1999.0_SEPHIA,-20.801826922902396
3729.0,2000.0_MONTERO SPORT,-20.798916355799722
3728.0,1991.0_CHEROKEE,-20.785901424186164
3727.0,1996.0_DEVILLE,-20.76245117907422
3726.0,2012.0_OPTIMA,-20.73123445610908
3725.0,1999.0_CIVIC,-20.69814452481159
3724.0,2009.0_CIVIC,-20.66850466451614
3723.0,2005.0_GTI,-20.577754073331235
3722.0,2003.0_3-Sep,-20.55386697197305
3721.0,2005.0_JETTA,-20.549312553752756
3720.0,2013.0_FOCUS,-20.541705822623936
3719.0,2014.0_C-MAX HYBRID,-20.511030679200818
3718.0,1997.0_SAVANA,-20.48237174693283
3717.0,1978.0_450,-20.4644603536441
3716.0,1987.0_XR4,-20.44289972238426
3715.0,2015.0_ACCORD,-20.403611733711923
3714.0,2006.0_IS 350,-20.329901079637178
3713.0,1994.0_940 SERIES,-20.25980696244305
3712.0,2010.0_EXPLORER,-20.230029903189116
3711.0,2008.0_ACCENT,-20.21909628593489
3710.0,2000.0_B-SERIES,-20.20784263335332
3709.0,1999.0_SONOMA,-20.195407477940822
3708.0,2003.0_SAVANA,-20.188212630473107
3707.0,2006.0_CIVIC,-20.172510856539937
3706.0,1988.0_CARAVAN,-20.158951577901547
3705.0,2006.0_GS 300,-20.06936036400859
3704.0,2005.0_ENDEAVOR,-20.049387124694647
3703.0,2002.0_VOYAGER,-20.03831264408627
3702.0,2004.0_XTERRA,-20.037490196092723
3701.0,2001.0_626,-19.9937250442173
3700.0,1991.0_AEROSTAR,-19.95425239510582
3699.0,2017.0_FUSION,-19.93083524256574
3698.0,1999.0_JETTA,-19.88253146109044
3697.0,2002.0_ACCENT,-19.878805125399108
3696.0,2009.0_COOPER,-19.872451677507172
3695.0,2005.0_TOUAREG,-19.848313296445212
3694.0,2012.0_CRUZE,-19.844105461282115
3693.0,2004.0_RAV4,-19.83854230974318
3692.0,1983.0_IMPERIAL,-19.838179243054814
3691.0,2001.0_PASSPORT,-19.797362511690626
3690.0,2011.0_TOWN CAR,-19.7883800929042
3689.0,2004.0_EXPLORER SPORT TRAC,-19.776440443697247
3688.0,2000.0_SILVERADO,-19.73139213288165
3687.0,2008.0_ENDEAVOR,-19.729619687465213
3686.0,2008.0_PASSAT,-19.71800747506086
3685.0,2005.0_CARAVAN,-19.712082593503602
3684.0,1992.0_RANGE ROVER,-19.645971178087766
3683.0,2003.0_SILVERADO,-19.62988838188487
3682.0,2007.0_X3,-19.618701704935983
3681.0,2002.0_SEBRING,-19.610340588730875
3680.0,2008.0_ROGUE,-19.542713983216533
3679.0,2005.0_SILVERADO,-19.541107890155818
3678.0,1995.0_PROTEGE,-19.539715973145356
3677.0,1994.0_MIGHTY MAX,-19.534044302082954
3676.0,2002.0_E-CLASS,-19.520674747215875
3675.0,1997.0_CAVALIER,-19.513502698821522
3674.0,1984.0_PICKUP,-19.512808054271023
3673.0,1994.0_VILLAGER,-19.51207426396053
3672.0,2000.0_NUBIRA,-19.496326352662937
3671.0,2005.0_CLASSIC,-19.467629105798153
3670.0,1997.0_G3500,-19.448567479296898
3669.0,2003.0_TL,-19.443050485194178
3668.0,2006.0_FIVE HUNDRED,-19.368525374281226
3667.0,1990.0_LEGEND,-19.3612954035271
3666.0,2008.0_RENO,-19.34174124220031
3665.0,1999.0_LHS,-19.3151740912077
3664.0,2012.0_MAZDA3,-19.2775603614262
3663.0,2015.0_GENESIS COUPE,-19.251571746698996
3662.0,1988.0_RAM PICKUP,-19.16312308646706
3661.0,2000.0_XTERRA,-19.151970109695117
3660.0,2012.0_SOUL,-19.14321132936667
3659.0,2013.0_CAMRY,-19.138179700359675
3658.0,1988.0_C1500,-19.11771347141747
3657.0,1995.0_CBR 500,-19.10352389842846
3656.0,1997.0_PASSAT,-19.094098848613935
3655.0,1998.0_RAM PICKUP,-19.079761935736222
3654.0,2003.0_IMPREZA,-19.038651300005508
3653.0,2007.0_ODYSSEY,-19.031681294193188
3652.0,2004.0_MONTANA,-19.026042674463852
3651.0,2012.0_GRAND CHEROKEE,-18.99621340300022
3650.0,1998.0_QX4,-18.978357752312697
3649.0,1993.0_GRAND CHEROKEE,-18.949334040373508
3648.0,2021.0_GLADIATOR,-18.939189224328583
3647.0,1997.0_MALIBU,-18.92766084558515
3646.0,2008.0_SABLE,-18.893550854967227
3645.0,2005.0_COBALT,-18.882549460630226
3644.0,2011.0_ROGUE,-18.85002293877744
3643.0,1998.0_HOMBRE,-18.809309599386918
3642.0,1988.0_CUTLASS CIERA,-18.808361929486903
3641.0,2011.0_200,-18.79065186461371
3640.0,1994.0_VIGOR,-18.767746993755928
3639.0,2003.0_JETTA,-18.69511263121106
3638.0,1988.0_560,-18.685780653839558
3637.0,2003.0_ASCENDER,-18.658355342289862
3636.0,2004.0_CAYENNE,-18.644472091317216
3635.0,2004.0_MONTERO SPORT,-18.631968708930767
3634.0,2007.0_ASPEN,-18.609182279008124
3633.0,1991.0_CAPRICE CLASSIC,-18.608324475183107
3632.0,2010.0_X5,-18.607840478333365
3631.0,2004.0_SANTA FE,-18.568457512777318
3630.0,2004.0_CROWN VICTORIA,-18.56676346567807
3629.0,2006.0_TIBURON,-18.55727556217458
3628.0,2008.0_SONATA,-18.55385489977748
3627.0,2002.0_SUNFIRE,-18.545136475834877
3626.0,2004.0_SPECTRA,-18.528376395686994
3625.0,2006.0_GRAND MARQUIS,-18.49681410070951
3624.0,1995.0_S SERIES,-18.492025681824455
3623.0,1978.0_F-250,-18.44991162516103
3622.0,2014.0_ESCAPE,-18.403260782100688
3621.0,1994.0_ES 300,-18.401363880460607
3620.0,2003.0_ESCALADE,-18.365237553966132
3619.0,2007.0_TSX,-18.349406907187305
3618.0,2022.0_IONIQ HYBRID,-18.342544290175894
3617.0,2008.0_XB,-18.326933834059442
3616.0,2004.0_E-CLASS,-18.309911637955736
3615.0,1965.0_PICKUP,-18.278081358720815
3614.0,2004.0_TRAILBLAZER,-18.2339397680883
3613.0,2016.0_ENCLAVE,-18.232037470061954
3612.0,2014.0_FIESTA,-18.20959854875214
3611.0,1996.0_RAV4,-18.185485855652598
3610.0,2005.0_RIO CINCO,-18.175007285578104
3609.0,2001.0_F-350,-18.16848421246214
3608.0,2005.0_MURANO,-18.143525509986954
3607.0,2010.0_FIT,-18.133080721261614
3606.0,2010.0_TC,-18.11730605093932
3605.0,2001.0_XTERRA,-18.09682210091357
3604.0,2007.0_AVEO,-18.084119630464695
3603.0,2004.0_JETTA,-18.066715907732675
3602.0,1992.0_S SERIES,-18.02895982336902
3601.0,1989.0_200,-18.01988712604874
3600.0,2006.0_XL-7,-18.01129139509051
3599.0,2018.0_FORESTER,-17.975908242317328
3598.0,2003.0_CLK-CLASS,-17.943265611727405
3597.0,1990.0_SENTRA,-17.88064878659949
3596.0,1995.0_TERCEL,-17.856379181678612
3595.0,1997.0_SONATA,-17.81852383166723
3594.0,2011.0_DTS,-17.776740078163545
3593.0,2000.0_NEON,-17.769349393395316
3592.0,2015.0_MONSTER 696,-17.753488954944395
3591.0,2008.0_LIBERTY,-17.745480692185307
3590.0,2012.0_MV-1,-17.734833337841902
3589.0,1979.0_LTD,-17.73023738736506
3588.0,1995.0_JIMMY,-17.71637195511538
3587.0,2002.0_ESCORT ZX2,-17.68956731044397
3586.0,1978.0_LTD,-17.687687637177056
3585.0,1990.0_LESABRE,-17.68294802889309
3584.0,1994.0_SKYLARK,-17.616107903926956
3583.0,2013.0_MKS,-17.606807760474545
3582.0,2008.0_MKX,-17.557200099282248
3581.0,2006.0_TSX,-17.4212362558376
3580.0,2001.0_INTEGRA,-17.411969567347317
3579.0,1996.0_AVALON,-17.371437255046075
3578.0,2012.0_JOURNEY,-17.370741437890004
3577.0,1982.0_NINETY EIGHT,-17.363750701139566
3576.0,2003.0_VOYAGER,-17.35335492453944
3575.0,1997.0_RL,-17.277974126506564
3574.0,2003.0_IS 300,-17.177756570367514
3573.0,2007.0_NITRO,-17.134959409428657
3572.0,2002.0_RENDEZVOUS,-17.081226492923314
3571.0,1998.0_JIMMY OR ENVOY,-17.07116223768122
3570.0,2005.0_EXPRESS,-17.05423539437671
3569.0,1999.0_EXPLORER,-16.99779332330831
3568.0,2002.0_CLK-CLASS,-16.98821871762801
3567.0,2009.0_MURANO,-16.900853507012503
3566.0,1999.0_MALIBU,-16.890007798759235
3565.0,2010.0_ACCORD CROSSTOUR,-16.884412797431544
3564.0,1960.0_IMPALA,-16.876679107897946
3563.0,2007.0_A6,-16.876133760494838
3562.0,1992.0_DAKOTA,-16.869869817558765
3561.0,2001.0_ELDORADO,-16.801659641544518
3560.0,1992.0_LAND CRUISER,-16.792082151696366
3559.0,2011.0_HHR,-16.74816413996605
3558.0,2005.0_C-CLASS,-16.738321008900982
3557.0,1989.0_G20,-16.73347715268922
3556.0,1994.0_PICKUP,-16.70400402784738
3555.0,2004.0_S80,-16.703864319763486
3554.0,2014.0_VOLT,-16.673800916686876
3553.0,1992.0_5 SERIES,-16.67337953879576
3552.0,1978.0_P.U.,-16.63790005137932
3551.0,2015.0_ELANTRA,-16.616000651125425
3550.0,2008.0_CR-V,-16.601523756719644
3549.0,1998.0_BONNEVILLE,-16.5852572945171
3548.0,2010.0_HS 250H,-16.475729938585214
3547.0,1980.0_THUNDERBIRD,-16.44372474656183
3546.0,1996.0_MX-6,-16.430602115926643
3545.0,1996.0_CAMARO,-16.386054429619453
3544.0,1994.0_7 SERIES,-16.381876709803766
3543.0,2010.0_MUSTANG,-16.342652884182925
3542.0,2003.0_SORENTO,-16.317805486179044
3541.0,1995.0_MARK VIII,-16.306333475868186
3540.0,2003.0_MAXIMA,-16.3032229807497
3539.0,2004.0_CLASSIC,-16.274521548575873
3538.0,1993.0_LEGACY,-16.2705106810083
3537.0,2005.0_7 SERIES,-16.261062793054045
3536.0,2011.0_FRONTIER,-16.260332945999764
3535.0,1996.0_G20,-16.238414577243155
3534.0,2001.0_CLK-CLASS,-16.211342451396185
3533.0,1981.0_LESABRE,-16.202734317816866
3532.0,1988.0_CHARADE,-16.17871832261932
3531.0,1992.0_300,-16.171642522792105
3530.0,1997.0_850 SERIES,-16.14220312115602
3529.0,1976.0_F-150,-16.120987899103895
3528.0,2003.0_MPV,-16.097314471617548
3527.0,1999.0_TIBURON,-16.095910788805423
3526.0,2011.0_ACCENT,-16.07958239938005
3525.0,1993.0_EIGHTY EIGHT,-16.078212203469366
3524.0,2006.0_ENDEAVOR,-16.065789391943884
3523.0,1992.0_SABLE,-16.062998490629337
3522.0,1990.0_GOLF,-16.062019916483575
3521.0,1976.0_TR-7,-16.013510116397384
3520.0,2001.0_CROWN VICTORIA,-15.940524036753295
3519.0,2011.0_CAYENNE,-15.889540081599971
3518.0,2004.0_MAZDA6,-15.879627563250468
3517.0,1992.0_CAMARO,-15.858663334756308
3516.0,2000.0_IMPREZA,-15.838375828131516
3515.0,2011.0_ELANTRA TOURING,-15.820408693877742
3514.0,2004.0_ESCAPE,-15.800950926045031
3513.0,2003.0_EXPRESS,-15.787031662988921
3512.0,2018.0_RIO,-15.760611346890347
3511.0,1990.0_TOWN CAR,-15.75627837350049
3510.0,2010.0_CTS,-15.72773813356212
3509.0,1992.0_METRO,-15.69296110554744
3508.0,1985.0_TERCEL,-15.656804517380817
3507.0,1991.0_940 SERIES,-15.629292492258147
3506.0,2019.0_GRAND CARAVAN,-15.602702198501849
3505.0,1993.0_SAFARI,-15.596221426730706
3504.0,1995.0_SONOMA,-15.577521394423425
3503.0,2011.0_EX35,-15.566851000555774
3502.0,2002.0_4RUNNER,-15.51147317719293
3501.0,2010.0_S-CLASS,-15.511271994278971
3500.0,1985.0_F-250,-15.49475199281225
3499.0,1989.0_F-250,-15.485071578404835
3498.0,2006.0_LS,-15.416514429537557
3497.0,1995.0_F-700,-15.406582710567859
3496.0,2014.0_MIRAGE,-15.339720017498726
3495.0,1988.0_LEGEND,-15.333861429788056
3494.0,1999.0_STRATUS,-15.326971142446148
3493.0,2008.0_SILVERADO,-15.30986683299287
3492.0,2001.0_REGAL,-15.222461428443083
3491.0,2003.0_FIESTA,-15.204866905149927
3490.0,2006.0_R-CLASS,-15.20111348891557
3489.0,1987.0_3 SERIES,-15.197490590306069
3488.0,2003.0_CARAVAN,-15.183626836521029
3487.0,1994.0_TEMPO,-15.144111269763837
3486.0,1995.0_ELDORADO,-15.13360728163046
3485.0,1992.0_ECONOLINE,-15.129098464035103
3484.0,1999.0_VOYAGER,-15.112420870319664
3483.0,2009.0_CC,-15.088725293629135
3482.0,2005.0_RX 330,-15.05613475848064
3481.0,2002.0_MUSTANG,-15.03147239573406
3480.0,1992.0_CAVALIER,-15.025978297164361
3479.0,2008.0_FOCUS,-15.01730926456926
3478.0,1995.0_LESABRE,-14.947622426271728
3477.0,1984.0_CELEBRITY,-14.937507918047164
3476.0,2009.0_SRX,-14.898091953311956
3475.0,2014.0_LANCER,-14.888960630227189
3474.0,2006.0_MDX,-14.83469279235945
3473.0,2002.0_BRAVADA,-14.81961280018007
3472.0,1984.0_C10,-14.771213122910051
3471.0,1987.0_BROUGHAM,-14.756328340962996
3470.0,1993.0_F-150,-14.754504617865269
3469.0,2003.0_VUE,-14.671313487035832
3468.0,2008.0_ASPEN,-14.645792739515779
3467.0,1993.0_ECONOLINE,-14.629794977757538
3466.0,2001.0_CENTURY,-14.625128974675333
3465.0,2011.0_KIZASHI,-14.59280213962977
3464.0,1996.0_YUKON,-14.560476213859994
3463.0,2009.0_TITAN,-14.55690395009648
3462.0,2002.0_AVALON,-14.55506889116859
3461.0,2005.0_CR-V,-14.54117905575234
3460.0,1996.0_ODYSSEY,-14.52887984567345
3459.0,2008.0_QUEST,-14.515840055851259
3458.0,1958.0_F100,-14.49612224446366
3457.0,1998.0_LEGACY,-14.473875914297077
3456.0,2003.0_CELICA,-14.421446131301366
3455.0,2017.0_EQUINOX,-14.387808864246342
3454.0,2003.0_A6,-14.380827215407768
3453.0,1998.0_RIVIERA,-14.371635277323264
3452.0,2020.0_SCOOTER,-14.366851431852544
3451.0,2022.0_ROGUE,-14.363020806424974
3450.0,2003.0_GS 430,-14.357544605701165
3449.0,2007.0_RABBIT,-14.346479504122735
3448.0,2005.0_L300,-14.342590169786407
3447.0,1987.0_CAMARO,-14.327018695353486
3446.0,1993.0_940 SERIES,-14.318467619803227
3445.0,2015.0_SEDONA,-14.281413024642125
3444.0,1996.0_FLEETWOOD,-14.279125208819352
3443.0,2008.0_E-CLASS,-14.271928482633951
3442.0,1996.0_LEGACY,-14.23986637949539
3441.0,2003.0_SUNFIRE,-14.237322978315735
3440.0,1995.0_CAVALIER,-14.232528511544727
3439.0,1998.0_RANGE ROVER,-14.225700586502011
3438.0,2006.0_SORENTO,-14.218940748503249
3437.0,2009.0_RAV4,-14.177818953691947
3436.0,2010.0_MKT,-14.177466381615654
3435.0,1992.0_PICKUP,-14.019051631149361
3434.0,1995.0_GRAND VOYAGER,-13.997239616146308
3433.0,1995.0_200SX,-13.97747281439998
3432.0,2001.0_NEW BEETLE,-13.975001962184175
3431.0,2000.0_FRONTIER,-13.960467331106287
3430.0,2002.0_A6,-13.936497498010864
3429.0,1992.0_MARK VII,-13.93422642962219
3428.0,1997.0_GALANT,-13.932987224652644
3427.0,2000.0_CROWN VICTORIA,-13.922151922234507
3426.0,2004.0_HATCHBACK,-13.88585761494214
3425.0,2011.0_TAURUS,-13.879385159239323
3424.0,1989.0_DAKOTA,-13.766885103175724
3423.0,1992.0_TEMPO,-13.756463649841363
3422.0,2011.0_MKX,-13.748560114641577
3421.0,2007.0_7 SERIES,-13.704650925132313
3420.0,1997.0_C2500,-13.682122736941162
3419.0,2000.0_MALIBU,-13.674848874153573
3418.0,1995.0_CONCORDE,-13.67484791430661
3417.0,2000.0_DEVILLE,-13.641879048056282
3416.0,2002.0_SONOMA,-13.640264741462891
3415.0,1996.0_MILLENIA,-13.635664465502739
3414.0,1990.0_ACCORD,-13.613534441947008
3413.0,2010.0_MILAN,-13.609602144290257
3412.0,1995.0_CAMARO,-13.603030781390894
3411.0,2003.0_TRAILBLAZER EXT,-13.534072105261634
3410.0,1986.0_DEVILLE,-13.513571275339425
3409.0,1986.0_CELICA,-13.509224128129414
3408.0,1983.0_ECONOLINE,-13.509195670968195
3407.0,2006.0_ASCENDER,-13.474920999902244
3406.0,1991.0_COROLLA,-13.436941126470865
3405.0,1987.0_THUNDERBIRD,-13.425893344836764
3404.0,1983.0_REGAL,-13.415950429733652
3403.0,1995.0_ACCORD,-13.404302079828666
3402.0,1986.0_GRAND MARQUIS,-13.330286886714866
3401.0,1995.0_SIDEKICK,-13.323599779527976
3400.0,2006.0_RAINIER,-13.311556705733903
3399.0,1981.0_F-150,-13.258677324721088
3398.0,2007.0_MDX,-13.170668520674123
3397.0,1996.0_GS 300,-13.163563154077472
3396.0,1997.0_RODEO,-13.146937820098296
3395.0,1992.0_NINETY EIGHT,-13.14463522312697
3394.0,2000.0_SAVANA,-13.12764385701328
3393.0,1989.0_240,-13.127523510371098
3392.0,2010.0_RDX,-13.097878208767446
3391.0,2021.0_VERSA,-13.070603697604561
3390.0,1997.0_HOMBRE,-13.03243432354602
3389.0,2017.0_JETTA,-12.981624176305298
3388.0,2018.0_PACIFICA,-12.951511043423944
3387.0,2014.0_SANTA FE SPORT,-12.89292924973505
3386.0,2000.0_GRAND VOYAGER,-12.86244574014417
3385.0,1991.0_REGAL,-12.847450032723252
3384.0,2021.0_RANGE ROVER SPORT,-12.841073162168023
3383.0,2000.0_PARK AVENUE,-12.840159790179158
3382.0,1976.0_LTD,-12.837328349578796
3381.0,2002.0_PROTEGE5,-12.832310272826618
3380.0,2003.0_RAM PICKUP,-12.813079458515588
3379.0,1996.0_ACHIEVA,-12.789443596983213
3378.0,2005.0_ESCALADE ESV,-12.742345742845357
3377.0,1990.0_4RUNNER,-12.693177335222522
3376.0,2003.0_RL,-12.691018828890623
3375.0,2017.0_86,-12.687041441885523
3374.0,1987.0_LEGEND,-12.67534129152743
3373.0,2002.0_5 SERIES,-12.669929630253437
3372.0,2007.0_SEDONA,-12.659614095435627
3371.0,2001.0_MIRAGE,-12.653914745553955
3370.0,2001.0_EXPRESS,-12.652395766660062
3369.0,1995.0_PRIZM,-12.612879113873808
3368.0,1979.0_MARK V,-12.572625180132821
3367.0,1993.0_7 SERIES,-12.56417561054222
3366.0,1996.0_MIRAGE,-12.48019162497891
3365.0,2022.0_CBR1000 RR,-12.479337790382866
3364.0,2003.0_F-450,-12.461394422206626
3363.0,2006.0_CTS,-12.454282477472267
3362.0,2001.0_ALERO,-12.451647425368938
3361.0,2015.0_4 SERIES,-12.448297745314099
3360.0,2006.0_PILOT,-12.447520222386967
3359.0,2013.0_JOURNEY,-12.436375461930433
3358.0,1972.0_DEVILLE,-12.3881690070814
3357.0,1996.0_CIVIC DEL SOL,-12.374984614995352
3356.0,2005.0_MONTERO,-12.368745108492497
3355.0,2011.0_LUCERNE,-12.366053243278328
3354.0,2004.0_ELEMENT,-12.336004844594672
3353.0,1998.0_JIMMY,-12.32367919893157
3352.0,2005.0_CANYON,-12.295389279298755
3351.0,1996.0_ACCORD,-12.274122249881264
3350.0,1995.0_E-350,-12.245018900659277
3349.0,2005.0_GS 300,-12.211983916644941
3348.0,2017.0_TACOMA,-12.169568005099322
3347.0,2000.0_300M,-12.14509537104083
3346.0,1988.0_300,-12.144776354075962
3345.0,2008.0_GL-CLASS,-12.143664583946586
3344.0,1988.0_COROLLA,-12.111378447467688
3343.0,2007.0_G35X,-12.09381629229039
3342.0,1987.0_MAXIMA,-12.073588988349128
3341.0,1989.0_AEROSTAR,-12.0602980246919
3340.0,2005.0_COROLLA,-12.056416872765938
3339.0,2007.0_MAZDA5,-12.052126015870689
3338.0,2011.0_ECONOLINE,-12.03618072238811
3337.0,1999.0_626,-12.033322803078356
3336.0,1993.0_PICKUP,-12.003929014183383
3335.0,2010.0_IS 250,-11.978724563163048
3334.0,2004.0_STRATUS,-11.932701137435888
