Vehicle Year-Model,Coefficient,Ranking
2004.0_XC90,-0.5582097735434436,3973.0
2016.0_FORTE,-0.5577337830992284,3972.0
2007.0_FIT,-0.5575769404941942,3971.0
2001.0_C-CLASS,-0.5575549472292615,3970.0
2014.0_SPORTAGE,-0.5560958346947349,3969.0
1996.0_MAXIMA,-0.5554232647830539,3968.0
1999.0_I30,-0.5548814804403029,3967.0
2008.0_300,-0.5548457016890076,3966.0
2000.0_SL-1,-0.5535140687758473,3965.0
2009.0_AMANTI,-0.5528286572505505,3964.0
1997.0_SIDEKICK,-0.5516984537215758,3963.0
2013.0_SONATA HYBRID,-0.5516977798489946,3962.0
2006.0_AVALANCHE,-0.5504701641998822,3961.0
2001.0_NAVIGATOR,-0.548969067716251,3960.0
2010.0_MAZDA6,-0.5461403202868073,3959.0
2002.0_RSX,-0.54528765280314,3958.0
1982.0_F-150,-0.544449279302927,3957.0
2008.0_PATRIOT,-0.5440510193260062,3956.0
2003.0_ECONOLINE WAGON,-0.5369184647468899,3955.0
2006.0_RIO5,-0.5360979955336629,3954.0
2010.0_OPTIMA,-0.5347131999869398,3953.0
2009.0_TOWN & COUNTRY,-0.5332747278997397,3952.0
2010.0_TC,-0.5307150287259491,3951.0
2010.0_SRX,-0.530705828315686,3950.0
2002.0_L SERIES,-0.5295985930853183,3949.0
1987.0_3 SERIES,-0.5284371760206958,3948.0
2000.0_LUMINA,-0.5255953612440221,3947.0
1999.0_C3500,-0.5248575693298724,3946.0
2002.0_EXCURSION,-0.5195878603914457,3945.0
2005.0_SUBURBAN,-0.518663828998356,3944.0
2017.0_ROGUE,-0.5154818218870025,3943.0
2005.0_NAVIGATOR,-0.5132676870594527,3942.0
2012.0_ECLIPSE,-0.5126597455061467,3941.0
1996.0_RL,-0.5118938619470351,3940.0
2018.0_ESCAPE,-0.5086466805860904,3939.0
1994.0_ALTIMA,-0.5049757717515904,3938.0
2000.0_ES 300,-0.504649778294654,3937.0
2008.0_SAVANA,-0.5036361479849515,3936.0
2002.0_XJ SPORT,-0.5029348864027597,3935.0
1995.0_NEON,-0.500809010192114,3934.0
2002.0_TAURUS,-0.5006249815115833,3933.0
1990.0_F-150,-0.5002257563518753,3932.0
1992.0_LEBARON,-0.4996574930373965,3931.0
2023.0_BREVA,-0.49652148428051496,3930.0
2002.0_ELANTRA,-0.4957139960004149,3929.0
2008.0_RAM PICKUP,-0.4952118751193421,3928.0
1998.0_ROADSTER,-0.49431434833979726,3927.0
2000.0_GS 300,-0.49347841993383645,3926.0
2011.0_TUCSON,-0.4932925902756006,3925.0
2013.0_CUBE,-0.49278543321817564,3924.0
1998.0_SL-CLASS,-0.491889532542801,3923.0
2002.0_3-Sep,-0.4908135232300401,3922.0
2006.0_SONATA,-0.48900703281447633,3921.0
1992.0_LAND CRUISER,-0.4825938267889196,3920.0
2002.0_EXPLORER SPORT,-0.4823945175742933,3919.0
2001.0_S10,-0.48067589032355384,3918.0
2008.0_DTS,-0.4776778790100913,3917.0
1976.0_VOLARE,-0.4766042021699804,3916.0
1997.0_C3500,-0.4757456830515758,3915.0
2018.0_MAXIMA,-0.47514477936438404,3914.0
1995.0_TAURUS,-0.4746159231685026,3913.0
2005.0_RENO,-0.47402940944741523,3912.0
2007.0_SEBRING,-0.4739848590391628,3911.0
2014.0_IMPALA,-0.47145988679361794,3910.0
2000.0_RAM PICKUP,-0.4713571779849179,3909.0
2013.0_FLEX,-0.4705510275079723,3908.0
2000.0_JIMMY,-0.4703755485925185,3907.0
1978.0_RANCHERO,-0.46989462044520575,3906.0
1990.0_TOWN CAR,-0.4687732851155135,3905.0
2009.0_MUSTANG,-0.46700122052823306,3904.0
2017.0_VERSA,-0.4649528984448924,3903.0
1998.0_TAHOE,-0.4638912107003271,3902.0
1996.0_200SX,-0.4631326256392047,3901.0
2006.0_ELEMENT,-0.46082092922672785,3900.0
1992.0_NINETY EIGHT,-0.4608163657457314,3899.0
1990.0_IMPERIAL,-0.4597431723401714,3898.0
1998.0_CR-V,-0.4582470560187113,3897.0
2015.0_JETTA,-0.4579108258156694,3896.0
2000.0_X5,-0.45682051450669253,3895.0
2009.0_PASSAT,-0.45656000186189116,3894.0
2007.0_AVEO,-0.45621842329304363,3893.0
1999.0_MIRAGE,-0.45549130338631105,3892.0
2017.0_JETTA,-0.45271522533526565,3891.0
2003.0_ACCORD,-0.4508415501705361,3890.0
1987.0_COROLLA,-0.44803274381694513,3889.0
1983.0_C1500,-0.4453622839018971,3888.0
2009.0_VERSA,-0.44196026386267767,3887.0
2003.0_IS 300,-0.4419086450798481,3886.0
2014.0_5 SERIES,-0.4390332411462081,3885.0
2016.0_VERSA,-0.4386122313940091,3884.0
2007.0_MALIBU,-0.4382079535482542,3883.0
2001.0_F-250,-0.4351297679627844,3882.0
2003.0_TRAILBLAZER EXT,-0.43285368692092424,3881.0
1998.0_TIBURON,-0.4323446995232409,3880.0
2004.0_DISCOVERY,-0.43020183845866977,3879.0
2010.0_VUE,-0.42882229212631784,3878.0
1999.0_ESTEEM,-0.4288082686595227,3877.0
2008.0_RIDGELINE,-0.427432912721073,3876.0
2012.0_ROGUE,-0.42548803046346534,3875.0
1995.0_SIERRA,-0.4250201803200789,3874.0
2004.0_TSX,-0.42423225896652245,3873.0
1994.0_S-CLASS,-0.4241148573198942,3872.0
1997.0_RANGER,-0.4237267023359079,3871.0
2006.0_VIBE,-0.42350367959116253,3870.0
1991.0_CAMARO,-0.42181234362856185,3869.0
1997.0_DISCOVERY,-0.4213841990497149,3868.0
2005.0_RIO CINCO,-0.41931123637595047,3867.0
2001.0_YUKON XL,-0.41885019866466217,3866.0
2008.0_S80,-0.41875785852630265,3865.0
1991.0_JIMMY,-0.41699015796724564,3864.0
1995.0_C-CLASS,-0.4152616952129466,3863.0
1993.0_SUBURBAN,-0.4138140449527373,3862.0
2001.0_SEPHIA,-0.41269856400019606,3861.0
2001.0_IS 300,-0.4109692230521351,3860.0
1990.0_760,-0.41047011368493425,3859.0
2008.0_EX35,-0.40960831380245416,3858.0
1995.0_LHS,-0.4075185685847287,3857.0
2007.0_S80,-0.4054278014844855,3856.0
2006.0_GS 300,-0.40504840825442706,3855.0
1981.0_LESABRE,-0.4037130070363206,3854.0
2016.0_EQUINOX,-0.4030428515992201,3853.0
1993.0_740,-0.39906045344665825,3852.0
1971.0_F-250,-0.39793789252980294,3851.0
1995.0_XJS,-0.394093174460674,3850.0
2004.0_C70,-0.39061471258131414,3849.0
2006.0_SANTA FE,-0.3888737638745052,3848.0
2000.0_626,-0.38868581724691725,3847.0
2016.0_SPARK,-0.3874397431509054,3846.0
2010.0_FIT,-0.38739451113447637,3845.0
2000.0_SIENNA,-0.38555988162881105,3844.0
1998.0_VENTURE,-0.38532532599910896,3843.0
1994.0_BLAZER,-0.38459974422527643,3842.0
2001.0_PASSPORT,-0.38442185764153364,3841.0
1969.0_DEVILLE,-0.3839211295167503,3840.0
2002.0_CONCORDE,-0.38345577940450903,3839.0
2005.0_6 SERIES,-0.3814934630025755,3838.0
1995.0_ROADMASTER,-0.38037125525527327,3837.0
1999.0_ECONOLINE WAGON,-0.37781560481401855,3836.0
1996.0_GS 300,-0.37699704573139625,3835.0
2004.0_FORESTER,-0.37445380560693026,3834.0
2000.0_BLAZER,-0.37158519131182455,3833.0
2008.0_AVEO5,-0.3710266866040564,3832.0
2004.0_PASSAT,-0.36956761253001236,3831.0
2014.0_JETTA,-0.36947501845810216,3830.0
2000.0_MOUNTAINEER,-0.36815946391112747,3829.0
2004.0_F-150,-0.3669831010253253,3828.0
1992.0_CUTLASS SUPREME,-0.3667950799304405,3827.0
2009.0_S80,-0.3667001870295783,3826.0
2003.0_XTERRA,-0.3651860718222443,3825.0
2001.0_SEVILLE,-0.364171058125107,3824.0
2001.0_PASSAT,-0.3635776314410459,3823.0
2015.0_COMPASS,-0.3615527858540943,3822.0
2010.0_OUTBACK,-0.3609047166691392,3821.0
1997.0_PICKUP,-0.360622451342224,3820.0
1999.0_RAM VAN,-0.3594313067309432,3819.0
1998.0_PRIZM,-0.3586014820352475,3818.0
1997.0_MONTERO,-0.3585678426260288,3817.0
1995.0_AVENGER,-0.3584848210842878,3816.0
1997.0_S-CLASS,-0.3567586886143128,3815.0
2005.0_A6,-0.3554635133892256,3814.0
1999.0_F-250,-0.3541478328465016,3813.0
2005.0_OPTIMA,-0.35370451078741205,3812.0
1988.0_REGAL,-0.3527875698750714,3811.0
1991.0_BLAZER,-0.35071907204526753,3810.0
2004.0_CELICA,-0.35044305714344653,3809.0
1999.0_B-SERIES,-0.3496809659905631,3808.0
1996.0_ASPIRE,-0.34895721991882844,3807.0
2003.0_AVALANCHE,-0.34703089083139643,3806.0
2005.0_PASSAT,-0.34675283594765155,3805.0
1982.0_244,-0.34577835811930036,3804.0
1995.0_SWIFT,-0.34482487444452203,3803.0
2009.0_MURANO,-0.3444156947551504,3802.0
2017.0_TUCSON,-0.3443262618031149,3801.0
1997.0_ASPIRE,-0.3432715400893029,3800.0
2005.0_TOUAREG,-0.34289252655050995,3799.0
2011.0_TOWN CAR,-0.3399764128606895,3798.0
1990.0_DAKOTA,-0.33830031987219544,3797.0
2000.0_TOWN & COUNTRY,-0.3380931813023594,3796.0
2011.0_ROUTAN,-0.33656606355845725,3795.0
1977.0_NOVA,-0.33579738448875485,3794.0
2007.0_A4,-0.33542751818208183,3793.0
2014.0_GRAND CARAVAN,-0.3354110199446977,3792.0
2005.0_ENVOY,-0.3348955194041803,3791.0
2004.0_STRATUS,-0.3347483334741467,3790.0
2004.0_BONNEVILLE,-0.33369682388722693,3789.0
1978.0_SAVANA,-0.33200683918606083,3788.0
1993.0_CENTURY,-0.3299938073752656,3787.0
2013.0_S60,-0.3283511364365809,3786.0
1999.0_AMIGO,-0.32754549658643944,3785.0
1993.0_SUNBIRD,-0.3257032645221993,3784.0
2005.0_A8,-0.3255335971428173,3783.0
1993.0_GRAND MARQUIS,-0.32522088701335067,3782.0
1989.0_CUTLASS CIERA,-0.3240984652396465,3781.0
2016.0_CHARGER,-0.32375997942016727,3780.0
2008.0_XB,-0.3235563119326168,3779.0
2007.0_ESCAPE,-0.3229326522213873,3778.0
2009.0_RAM PICKUP,-0.3223586704728952,3777.0
1988.0_COROLLA,-0.3217052679691993,3776.0
1991.0_SIERRA,-0.3216112101442047,3775.0
1986.0_CABRIOLET,-0.32151611442979267,3774.0
2010.0_TAURUS,-0.3211790503571052,3773.0
2001.0_SEQUOIA,-0.3204675585718675,3772.0
2011.0_S60,-0.31999970900792957,3771.0
2008.0_ES 350,-0.31889080137433656,3770.0
2005.0_MALIBU,-0.31606341583704034,3769.0
2001.0_626,-0.314812885938889,3768.0
2009.0_ROUTAN,-0.31422496286429213,3767.0
2011.0_CTS,-0.3136012847616785,3766.0
2008.0_PT CRUISER,-0.3126501080320584,3765.0
1997.0_SONATA,-0.3110492020356871,3764.0
2007.0_SEDONA,-0.30998089882741864,3763.0
1993.0_EIGHTY EIGHT,-0.3099412114043971,3762.0
2007.0_7 SERIES,-0.3096694307961988,3761.0
1984.0_SEVILLE,-0.3088973813818159,3760.0
1997.0_DAKOTA,-0.305315620716175,3759.0
2012.0_ES 350,-0.3048574573271763,3758.0
1992.0_DEVILLE,-0.3025696512910565,3757.0
2014.0_VOLT,-0.30207329936264743,3756.0
1991.0_NINETY EIGHT,-0.30126007115360953,3755.0
2008.0_M6,-0.3005948503315767,3754.0
1990.0_ELECTRA,-0.2998891593795652,3753.0
2002.0_HIGHLANDER,-0.2997967065216204,3752.0
1990.0_4RUNNER,-0.29885264002074363,3751.0
1988.0_CUTLASS CIERA,-0.29843102067996985,3750.0
1992.0_SUBURBAN,-0.29806751825802186,3749.0
1995.0_4RUNNER,-0.29740599557404546,3748.0
1989.0_BLAZER,-0.29589997256829825,3747.0
1991.0_ECONOLINE,-0.2942572474351262,3746.0
2006.0_IMPREZA,-0.29331099173352043,3745.0
2006.0_TORRENT,-0.2926603674513201,3744.0
2005.0_FX45,-0.2920991272873335,3743.0
2005.0_XG350,-0.29180043888634044,3742.0
2011.0_MURANO,-0.2914713919437115,3741.0
1995.0_7 SERIES,-0.2887199958081131,3740.0
2000.0_DURANGO,-0.2861006111219543,3739.0
2005.0_PACIFICA,-0.2848596712355468,3738.0
2008.0_ECLIPSE,-0.28479116567396573,3737.0
2002.0_EXPEDITION,-0.28359601707877524,3736.0
2000.0_CAMRY SOLARA,-0.2829922489252117,3735.0
1989.0_GRAND MARQUIS,-0.282922284005538,3734.0
2015.0_ARMADA,-0.28284418083201085,3733.0
1993.0_T100,-0.2824535559503659,3732.0
2013.0_CAMRY,-0.28175083790203587,3731.0
2007.0_OUTLOOK,-0.28117464295217925,3730.0
1993.0_CHEROKEE,-0.2810246145243309,3729.0
2004.0_ESCALADE EXT,-0.2808407122834997,3728.0
2008.0_G35X,-0.2795294789808205,3727.0
1991.0_240,-0.27923462042255587,3726.0
2008.0_A6,-0.27886819573247673,3725.0
1999.0_GRAND CHEROKEE,-0.276165526834997,3724.0
2009.0_FORTWO,-0.27577209610715747,3723.0
1988.0_SPRINT,-0.2736245281618127,3722.0
2002.0_NAVIGATOR,-0.27282245184325066,3721.0
2013.0_MURANO,-0.2701194805003733,3720.0
2001.0_GS 430,-0.26959391779878905,3719.0
2002.0_GRAND CHEROKEE,-0.26563124347788536,3718.0
2004.0_PACIFICA,-0.2650752472412939,3717.0
2010.0_ELANTRA TOURING,-0.26320247646706457,3716.0
2005.0_IMPREZA,-0.26290150263857465,3715.0
2000.0_SENTRA,-0.262232949406665,3714.0
2003.0_G35,-0.26214250266993977,3713.0
2008.0_XL-7,-0.260258499531785,3712.0
2007.0_CHARGER,-0.2590402501585138,3711.0
1985.0_CUTLASS SUPREME,-0.2587400442906711,3710.0
1988.0_300,-0.25854849606420655,3709.0
2005.0_CLK-CLASS,-0.2583759941393715,3708.0
1997.0_RODEO,-0.2579891985519413,3707.0
2001.0_PROTEGE,-0.2576497887459392,3706.0
2019.0_F-150,-0.25756783093763336,3705.0
2004.0_BRAVADA,-0.25737356666655364,3704.0
1989.0_RAMCHARGER,-0.25711520235008833,3703.0
2012.0_SORENTO,-0.256349714173292,3702.0
1988.0_RAM PICKUP,-0.2551827419588324,3701.0
1990.0_LEGACY,-0.2550176155356176,3700.0
2011.0_MAZDA6,-0.2532497847398312,3699.0
1999.0_TROOPER,-0.25292596397805367,3698.0
1986.0_PICKUP,-0.2527056335315796,3697.0
1996.0_CIVIC DEL SOL,-0.2514155573810479,3696.0
2007.0_MATRIX,-0.2509323116111913,3695.0
2003.0_PARK AVENUE,-0.2508844716963076,3694.0
1996.0_REGAL,-0.25075548412444487,3693.0
2001.0_RANGER,-0.25047285816347975,3692.0
2004.0_CORVETTE,-0.25045420937018026,3691.0
1991.0_PATHFINDER,-0.25025492760537194,3690.0
2004.0_S80,-0.24865305266902202,3689.0
2011.0_CHARGER,-0.2480396515925723,3688.0
2002.0_ACCORD,-0.2474155989232166,3687.0
1986.0_CAPRICE,-0.24738050714234447,3686.0
2005.0_HIGHLANDER,-0.2473496521755435,3685.0
2008.0_TITAN,-0.24711565309304934,3684.0
1980.0_F-250,-0.24523406465985642,3683.0
1995.0_VOYAGER,-0.24494322360734122,3682.0
2002.0_CENTURY,-0.2445983026714797,3681.0
1988.0_CAMARO,-0.24274007218319094,3680.0
2015.0_SILVERADO,-0.24196016998458894,3679.0
2002.0_LEGACY,-0.24161417034402605,3678.0
2004.0_HIGHLANDER,-0.24091659750703873,3677.0
1994.0_C2500,-0.23900074959652198,3676.0
1997.0_RANGE ROVER,-0.2371973342053878,3675.0
2011.0_FUSION,-0.23696884525862003,3674.0
2010.0_RANGER,-0.23559376626535247,3673.0
2000.0_ALTIMA,-0.23493895401955833,3672.0
2000.0_PROTEGE,-0.2332178369544574,3671.0
2010.0_CALIBER,-0.23305157035284557,3670.0
1992.0_CAMARO,-0.23280552906162877,3669.0
2004.0_VIBE,-0.2313831681498699,3668.0
2000.0_MONTANA,-0.2276936707303218,3667.0
1991.0_BRONCO,-0.22675072866255722,3666.0
1983.0_5000,-0.2265804474228527,3665.0
1995.0_PRIZM,-0.2263667743046472,3664.0
1999.0_ODYSSEY,-0.22630570192503624,3663.0
2007.0_TAURUS,-0.22565418283638744,3662.0
2018.0_MALIBU,-0.22538044018851747,3661.0
2002.0_GS 300,-0.2246260639113889,3660.0
2006.0_RAINIER,-0.224460464109582,3659.0
2006.0_MDX,-0.22361242892146022,3658.0
2005.0_LANCER,-0.22257752085886187,3657.0
2003.0_RAM PICKUP,-0.22090599661179955,3656.0
2018.0_SONATA,-0.21801473918932213,3655.0
2018.0_RIO,-0.2174604715065868,3654.0
1991.0_METRO,-0.21637342147863659,3653.0
2006.0_ECONOLINE,-0.21628931830185086,3652.0
2002.0_SUNFIRE,-0.21561416549220377,3651.0
1978.0_CUTLASS SUPREME,-0.2146534360043587,3650.0
1998.0_XJ8,-0.21392692380708045,3649.0
2002.0_I35,-0.21390236270577032,3648.0
2002.0_ESCORT ZX2,-0.21349370869733048,3647.0
2008.0_GALANT,-0.21324428956214742,3646.0
1997.0_MALIBU,-0.21043748294858847,3645.0
1999.0_LUMINA,-0.2103116237183518,3644.0
2004.0_IS 300,-0.21026610509251467,3643.0
2007.0_QUEST,-0.20701559390799673,3642.0
1998.0_MILLENIA,-0.20582933221069533,3641.0
2004.0_XG350,-0.20573152041604256,3640.0
2005.0_CROWN VICTORIA,-0.20474807585458504,3639.0
2007.0_MDX,-0.20446550804255795,3638.0
2010.0_1 SERIES,-0.20426447669936806,3637.0
2009.0_AVEO5,-0.2036594449288886,3636.0
1999.0_GTI,-0.20284862770578135,3635.0
2002.0_RIO CINCO,-0.20266513897192806,3634.0
1998.0_ELANTRA,-0.2020255749492813,3633.0
2001.0_MAXIMA,-0.2008809211883282,3632.0
1996.0_A6,-0.19935861008474143,3631.0
1988.0_560,-0.198525947259312,3630.0
1992.0_F-150,-0.19844215560852757,3629.0
2002.0_A4,-0.1983826591054896,3628.0
2007.0_TL,-0.19735074013815623,3627.0
1992.0_G2500 VANDURA,-0.1971176409100773,3626.0
2001.0_SILHOUETTE,-0.1967735942880349,3625.0
2004.0_SAFARI,-0.19517577341093395,3624.0
2001.0_LIMO,-0.19514394901460672,3623.0
2008.0_MARINER,-0.19455099646253335,3622.0
1996.0_METRO,-0.19378114618477021,3621.0
2000.0_GALANT,-0.1935403849921457,3620.0
1984.0_K10,-0.19328643051013697,3619.0
1993.0_SENTRA,-0.19303602416427365,3618.0
1994.0_MAXIMA,-0.1925307214415416,3617.0
2006.0_PACIFICA,-0.19214020637121412,3616.0
2017.0_ACCORD,-0.19147852364892382,3615.0
1991.0_MIGHTY MAX,-0.19062963283609277,3614.0
2006.0_MONTANA SV6,-0.190553261568687,3613.0
2004.0_A4,-0.18937236976487842,3612.0
1996.0_CAPRICE CLASSIC,-0.18907788272588638,3611.0
2010.0_C-CLASS,-0.1884971220057205,3610.0
2012.0_MAZDA3,-0.18813847332232506,3609.0
2008.0_MUSTANG,-0.18794271012009672,3608.0
2006.0_SPECTRA5,-0.18743512838408302,3607.0
2005.0_COROLLA,-0.18733459045039297,3606.0
2013.0_Q5,-0.1866525888324643,3605.0
2002.0_COROLLA,-0.18645988902042498,3604.0
2002.0_SEBRING,-0.1860548907597897,3603.0
2003.0_M-CLASS,-0.18602462667819367,3602.0
1993.0_NEW YORKER,-0.18601831611108352,3601.0
2002.0_PT CRUISER,-0.18502595047590883,3600.0
1984.0_ELDORADO,-0.18441890363386987,3599.0
2020.0_ECOSPORT,-0.1834675928537041,3598.0
2009.0_GS 450H,-0.18327811633628419,3597.0
2004.0_VUE,-0.18255036897376078,3596.0
2000.0_INTRIGUE,-0.18206606257249142,3595.0
1999.0_MONTE CARLO,-0.18184261727217269,3594.0
1991.0_626,-0.1818323261499921,3593.0
1999.0_SEPHIA,-0.17942378623629787,3592.0
2003.0_DISCOVERY,-0.1789739438599724,3591.0
2006.0_ESCALADE ESV,-0.1777706978579698,3590.0
2000.0_METRO,-0.17672276264585057,3589.0
1996.0_YUKON,-0.17663631546230796,3588.0
2015.0_GOLF R,-0.1764911599829543,3587.0
2000.0_C3500,-0.17605700519729808,3586.0
1997.0_A4,-0.1757744643116605,3585.0
2001.0_LEGACY,-0.17566036936131735,3584.0
2017.0_CHARGER,-0.17359217879346586,3583.0
2001.0_PRIZM,-0.17326505178007545,3582.0
1985.0_CAMARO,-0.17270944781637473,3581.0
1995.0_AVALON,-0.17123602605087376,3580.0
2007.0_SILVERADO CLASSIC,-0.16949083886628205,3579.0
1999.0_DEVILLE,-0.1680733479411384,3578.0
1994.0_DEVILLE,-0.1678888291262002,3577.0
1997.0_ESCORT,-0.16717447161781615,3576.0
1997.0_CONCORDE,-0.16684887758210584,3575.0
2004.0_TT,-0.16577338454343063,3574.0
2006.0_XJ8,-0.16430287886568334,3573.0
1994.0_FIREBIRD,-0.1619717251755138,3572.0
1999.0_TACOMA,-0.16048256497287813,3571.0
2006.0_PILOT,-0.16009371718919127,3570.0
1997.0_DEVILLE,-0.15918426299188282,3569.0
1998.0_RAM PICKUP,-0.1585493763825184,3568.0
1999.0_BONNEVILLE,-0.15849915772843487,3567.0
2005.0_TITAN,-0.15840729088862482,3566.0
1998.0_TACOMA,-0.15558645073929506,3565.0
1991.0_PICKUP,-0.15328304976331783,3564.0
1999.0_GOLF,-0.15309209061317144,3563.0
2004.0_CTS,-0.15282826940059516,3562.0
2007.0_ELANTRA,-0.15229075467010472,3561.0
2009.0_TSX,-0.15220606897281955,3560.0
2001.0_GRAND MARQUIS,-0.15137179065134285,3559.0
2001.0_M-CLASS,-0.15020900260218892,3558.0
1987.0_F-150,-0.14961691621071363,3557.0
1989.0_TORONADO,-0.14643608514466128,3556.0
1999.0_GRAND VOYAGER,-0.145895537702939,3555.0
2015.0_SOUL,-0.1452291053023711,3554.0
1997.0_ELDORADO,-0.1432561802473366,3553.0
1987.0_ECONOLINE,-0.14255320963506712,3552.0
2011.0_EDGE,-0.14112814731705842,3551.0
2005.0_GRAND PRIX,-0.1400523177470875,3550.0
2007.0_TITAN,-0.13928164579759636,3549.0
1997.0_C1500,-0.1389699071350189,3548.0
2004.0_SPECTRA,-0.13773765369861424,3547.0
1996.0_ESCORT,-0.13743453341990186,3546.0
1989.0_190,-0.13705895232312595,3545.0
2012.0_ELANTRA,-0.13677666177859932,3544.0
2004.0_BLAZER,-0.13588619416882322,3543.0
2010.0_MURANO,-0.1347048251499683,3542.0
2007.0_ESCALADE,-0.1337933467703485,3541.0
2013.0_LANCER EVOLUTION,-0.13354187889401584,3540.0
1998.0_7 SERIES,-0.13197586419954774,3539.0
2015.0_CIVIC,-0.1303058190408266,3538.0
1990.0_CONTINENTAL,-0.13001800598072694,3537.0
1972.0_CUTLASS,-0.1293825299664516,3536.0
2011.0_CR-V,-0.1292096825231595,3535.0
1995.0_LEBARON,-0.12827642665465347,3534.0
2009.0_CTS,-0.12659967568575245,3533.0
2009.0_ELANTRA TOURING,-0.12594406083966736,3532.0
1998.0_CONTOUR,-0.12335727458069436,3531.0
1996.0_C2500,-0.12298116493577718,3530.0
2006.0_A4,-0.12257843525170946,3529.0
1996.0_CONTOUR,-0.12140512625189549,3528.0
2014.0_CX-9,-0.12096210143976732,3527.0
2004.0_CROWN VICTORIA,-0.1205591869928009,3526.0
1993.0_D150 PICKUP,-0.12003833418745183,3525.0
2012.0_PRIUS C,-0.11823805363766327,3524.0
1999.0_CENTURY,-0.11821132194407932,3523.0
1994.0_C1500,-0.11754646016224753,3522.0
1999.0_MONTANA,-0.11729110289443578,3521.0
2007.0_MUSTANG,-0.11657345337827434,3520.0
1996.0_COUGAR,-0.1160987760475242,3519.0
2004.0_RIO,-0.11560593847472923,3518.0
2002.0_ODYSSEY,-0.11505690892174789,3517.0
2002.0_TRIBUTE,-0.1130754329179054,3516.0
2008.0_F-350,-0.11296981638058752,3515.0
2007.0_IMPREZA,-0.11185325422222403,3514.0
1990.0_S15,-0.11181006495652275,3513.0
1991.0_LS 400,-0.11002477974173006,3512.0
2002.0_SPORTAGE,-0.10969737018021558,3511.0
1997.0_GRAND CARAVAN,-0.10860988428694296,3510.0
1987.0_S15,-0.10811638675368586,3509.0
1992.0_CHEROKEE,-0.10756202673624873,3508.0
2019.0_SONIC,-0.10653181874139309,3507.0
1986.0_SPRINT,-0.10631910790054062,3506.0
1967.0_CULASS CIERA,-0.1057303155409235,3505.0
1994.0_THUNDERBIRD,-0.1054606620379169,3504.0
1992.0_CUTLASS,-0.10523645349524925,3503.0
2015.0_FIESTA,-0.10400719746191447,3502.0
1992.0_RAM VAN,-0.1032156452158413,3501.0
1997.0_GOLF,-0.10304111184164721,3500.0
2015.0_VERANO,-0.10267477458406117,3499.0
1993.0_SC 400,-0.10250364226699342,3498.0
1999.0_CONCORDE,-0.1015172042313622,3497.0
1990.0_PRIZM,-0.10057928780771541,3496.0
2001.0_ALTIMA,-0.0986998616798265,3495.0
2001.0_PRIUS,-0.09645129861212924,3494.0
1983.0_IMPALA,-0.0956997932554621,3493.0
2004.0_TRAILBLAZER EXT,-0.0955053240510608,3492.0
2002.0_F-250,-0.09529740308832595,3491.0
2004.0_4RUNNER,-0.09480731687077903,3490.0
2005.0_S80,-0.09444046897074676,3489.0
2000.0_CROWN VICTORIA,-0.09292327655244968,3488.0
2007.0_LS 400,-0.09289650222993273,3487.0
1995.0_GRAND MARQUIS,-0.09265224222412081,3486.0
1996.0_SEVILLE,-0.09249818695023965,3485.0
1993.0_VILLAGER,-0.09233615485815315,3484.0
2001.0_PARK AVENUE,-0.0914309343016311,3483.0
2005.0_GTI,-0.09112944964225797,3482.0
1998.0_Q45,-0.0910843832612085,3481.0
1998.0_SUNFIRE,-0.0909549071357496,3480.0
1991.0_EXPRESS,-0.09054647148332869,3479.0
1974.0_E-CLASS,-0.0886203948746096,3478.0
2008.0_QUEST,-0.0883239204641761,3477.0
1989.0_MARK VII,-0.08499614626247601,3476.0
1991.0_CARAVAN,-0.08444846799393581,3475.0
2012.0_CTS,-0.08385151081644202,3474.0
2007.0_GRAND CARAVAN,-0.08352050492863557,3473.0
1994.0_S SERIES,-0.08241144315826017,3472.0
2008.0_PATHFINDER,-0.08091276891622556,3471.0
1991.0_CHEROKEE,-0.08036582293413516,3470.0
1988.0_LEGEND,-0.08027436940395342,3469.0
2009.0_MAZDA6,-0.07981642132201369,3468.0
1991.0_LEBARON,-0.07925548643375346,3467.0
1997.0_900,-0.07919487474967775,3466.0
2020.0_CIVIC,-0.07916076689626901,3465.0
2006.0_RENDEZVOUS,-0.07841976296483902,3464.0
2002.0_ALTIMA,-0.07776247890564025,3463.0
1998.0_E-CLASS,-0.07775172433375126,3462.0
1998.0_DURANGO,-0.07768846907994567,3461.0
1992.0_AEROSTAR,-0.07751777432170404,3460.0
2006.0_3-Sep,-0.07738691933394366,3459.0
2005.0_Q45,-0.07737508454201142,3458.0
1992.0_REGAL,-0.07551498501564258,3457.0
2004.0_RODEO,-0.0746387533398901,3456.0
2002.0_FREELANDER,-0.07397225766413229,3455.0
2001.0_INTREPID,-0.0728000336985966,3454.0
1991.0_LESABRE,-0.0718097787969537,3453.0
1993.0_CIVIC,-0.07123864636791089,3452.0
2002.0_FORESTER,-0.06916748588744141,3451.0
1999.0_A6,-0.06904166443343819,3450.0
1992.0_C1500,-0.06869115622051607,3449.0
2000.0_NAVIGATOR,-0.06846279644076222,3448.0
2013.0_COOPER,-0.06688132056249509,3447.0
2007.0_F-600,-0.06580553849010853,3446.0
1992.0_SC 400,-0.06558395775323156,3445.0
1980.0_CUTLASS,-0.06495315972441976,3444.0
1997.0_CENTURY,-0.0646210124995567,3443.0
