Vehicle Year-Model,Coefficient,Ranking
1992.0_CUTLASS CIERA,0.5758137447544596,1229.0
1997.0_MARK VIII,0.5761997883356572,1228.0
1979.0_DEVILLE,0.5769900901781015,1227.0
1984.0_ECONOLINE,0.5772941627014266,1226.0
1993.0_CIVIC DEL SOL,0.5780272468863108,1225.0
2005.0_LEGACY,0.5795852475155384,1224.0
1979.0_200 P.U.,0.5799873398307864,1223.0
1990.0_ACCORD,0.5820155153812381,1222.0
2012.0_A5,0.582705667791597,1221.0
2004.0_SAVANA,0.5843539398475388,1220.0
1995.0_CAVALIER,0.58444315310589,1219.0
2007.0_XC70,0.5859337251397191,1218.0
2001.0_CONCORDE,0.5885346304345924,1217.0
2014.0_FUSION,0.5905397901358923,1216.0
2021.0_SHADOW,0.5907789230992555,1215.0
1997.0_F-150,0.5909083889678661,1214.0
2007.0_LUCERNE,0.5913969097005353,1213.0
1998.0_CAVALIER,0.591973875125774,1212.0
2006.0_COMMANDER,0.593374159029267,1211.0
2001.0_XL-7,0.5948781156306451,1210.0
2002.0_DEVILLE,0.5971125701696686,1209.0
2006.0_TOWN CAR,0.597555907515073,1208.0
2014.0_SONIC,0.5996983026259333,1207.0
1987.0_MIGHTY MAX,0.599703778074032,1206.0
2012.0_XB,0.6020068747844128,1205.0
2002.0_RANGER,0.6033957522401495,1204.0
2006.0_PRIUS,0.6075761608321607,1203.0
2003.0_RANGE ROVER,0.6080938644724173,1202.0
1989.0_780 SERIES,0.6092684588676125,1201.0
1991.0_ASTRO,0.6113585726727179,1200.0
1987.0_PATHFINDER,0.6125442206897603,1199.0
2007.0_DTS,0.6154083418566976,1198.0
2010.0_PATHFINDER,0.6161048990816197,1197.0
2008.0_TAURUS X,0.616106297171814,1196.0
2008.0_BREVA,0.6164443486208893,1195.0
1992.0_MUSTANG,0.6181484724936429,1194.0
1997.0_F-250,0.618458329356169,1193.0
2004.0_GTI,0.6187084866600435,1192.0
2019.0_TRAX,0.6187339982849485,1191.0
2006.0_XB,0.6200555849548425,1190.0
1998.0_GOLF,0.6202334894604232,1189.0
1991.0_LUMINA,0.6229845371139495,1188.0
2003.0_SONATA,0.6235998240185664,1187.0
1990.0_CHEROKEE,0.6237901594302792,1186.0
1987.0_CELICA,0.6269882685394,1185.0
2004.0_AXIOM,0.6270384338285675,1184.0
2000.0_L SERIES,0.6310706651424844,1183.0
2009.0_MALIBU,0.6330022280020569,1182.0
2007.0_RX 350,0.6344962430593327,1181.0
2003.0_YUKON XL,0.6354476229562183,1180.0
1992.0_THUNDERBIRD,0.6395131912374524,1179.0
1997.0_CROWN VICTORIA,0.6411934578601312,1178.0
2007.0_SPORTAGE,0.6440221860163734,1177.0
2002.0_PASSAT,0.6461363338885178,1176.0
2008.0_RONDO,0.6470279652782842,1175.0
1993.0_TERCEL,0.6471666203696874,1174.0
1997.0_IMPREZA,0.6488435414268462,1173.0
2007.0_JETTA,0.6489260344388712,1172.0
2015.0_IMPALA LIMITED,0.6524167551445019,1171.0
2005.0_MONTEGO,0.6532085419389081,1170.0
1952.0_D-150,0.6540169003468037,1169.0
1997.0_NEON,0.6556154906695252,1168.0
2001.0_MOUNTAINEER,0.6559981283072746,1167.0
2008.0_AURA,0.6564766524250503,1166.0
2016.0_MAZDA6,0.6579824341272041,1165.0
1995.0_SUBURBAN,0.6582893046564178,1164.0
2001.0_LHS,0.6600646605722883,1163.0
2017.0_JOURNEY,0.6609400427716917,1162.0
2007.0_LACROSSE,0.6613223222691533,1161.0
2009.0_A5,0.6628516162429886,1160.0
1998.0_AMIGO,0.6637351705835328,1159.0
1989.0_LTD CROWN VICTORIA,0.6659596670179121,1158.0
2011.0_ACADIA,0.6663480137478716,1157.0
2011.0_G25,0.6671673797033286,1156.0
2006.0_YUKON,0.6674343963313709,1155.0
1996.0_STRATUS,0.6723798477306311,1154.0
2006.0_CHARGER,0.6761607747866502,1153.0
2014.0_CAMRY,0.6797985538970867,1152.0
2010.0_YARIS,0.6814019881740707,1151.0
2003.0_HIGHLANDER,0.6819407771744205,1150.0
1998.0_S10,0.6825680564523491,1149.0
1996.0_NEON,0.6858793797985429,1148.0
1994.0_JIMMY,0.6880224592729206,1147.0
2002.0_300M,0.6897922147432597,1146.0
2003.0_STRATUS,0.691401802572295,1145.0
2005.0_ARMADA,0.6917918259432051,1144.0
2005.0_EXPRESS,0.6923846534382383,1143.0
2006.0_OPTIMA,0.6930836317527148,1142.0
1978.0_SUBURBAN,0.6931720460280266,1141.0
2005.0_3 SERIES,0.6937354270921481,1140.0
1996.0_MILLENIA,0.6955832863258776,1139.0
2002.0_SAFARI,0.6972072194284346,1138.0
2000.0_TOWN CAR,0.6974177632799601,1137.0
2019.0_SONATA,0.6982676822163055,1136.0
1970.0_EL DORADO,0.6983616340672081,1135.0
1992.0_400,0.6984951094517938,1134.0
2004.0_CAMRY SOLARA,0.7026731759116271,1133.0
2003.0_ES 300,0.7037545306984627,1132.0
1997.0_GRAND AM,0.7055427980649285,1131.0
1992.0_VIGOR,0.7084578490016145,1130.0
2003.0_EXPRESS,0.7088635240259635,1129.0
2007.0_TRAILBLAZER,0.7097024478721583,1128.0
2013.0_SLK-CLASS,0.7101329087293204,1127.0
1999.0_CROWN VICTORIA,0.7106958596162338,1126.0
2006.0_AVALON,0.7131572653695508,1125.0
1991.0_SABLE,0.7149104283466393,1124.0
2010.0_JETTA,0.7151409101071085,1123.0
1979.0_ECONOLINE,0.7157584320573601,1122.0
2005.0_COOPER,0.7190164462520654,1121.0
2008.0_ACCORD,0.7195600062870503,1120.0
2008.0_CALIBER,0.7218117704753485,1119.0
1995.0_CONTOUR,0.7225636285292678,1118.0
1997.0_COROLLA,0.7247784406429685,1117.0
1993.0_GS 300,0.7252603832152457,1116.0
2000.0_CELICA,0.7289413938627545,1115.0
2006.0_G35,0.7306278369754741,1114.0
2014.0_CR-V,0.7309733438076677,1113.0
1994.0_CIVIC,0.7326762472894174,1112.0
1993.0_B-SERIES,0.7329584736474699,1111.0
1996.0_JIMMY,0.736488073025168,1110.0
2003.0_5-Sep,0.7366428375936667,1109.0
2002.0_CAMRY,0.736777357070982,1108.0
2017.0_EQUINOX,0.740285212357131,1107.0
1984.0_PICKUP,0.7403282176733348,1106.0
1999.0_C1500,0.7408671672798719,1105.0
2004.0_MONTEREY,0.7413820427900508,1104.0
2001.0_CIVIC,0.7420578523154278,1103.0
2005.0_ENVOY XUV,0.7427587214055997,1102.0
1987.0_FLEETWOOD D ELEGANCE,0.7446099578016022,1101.0
2000.0_TAHOE,0.7460542029406381,1100.0
2005.0_7 SERIES,0.746079318008706,1099.0
1988.0_CABRIOLET,0.7480744872714592,1098.0
1994.0_TEMPO,0.7495801394135229,1097.0
2004.0_ENVOY XUV,0.7502211118020152,1096.0
2001.0_PRELUDE,0.7527672512866882,1095.0
1986.0_ELECTRA,0.7538011435900601,1094.0
2001.0_LS,0.756953961107346,1093.0
1990.0_MUSTANG,0.7570372796799698,1092.0
2002.0_SLK-CLASS,0.7631190427762953,1091.0
2017.0_YARIS IA,0.7634136381796868,1090.0
2002.0_GRAND CARAVAN,0.7663958233346172,1089.0
1996.0_C-CLASS,0.7667727015942475,1088.0
1979.0_RIVIERA,0.772985938170465,1087.0
1996.0_XJ6,0.7732442718401531,1086.0
2012.0_CALIBER,0.7750829801086164,1085.0
1998.0_CARAVAN,0.7765244579177268,1084.0
2004.0_ION,0.7794670028528909,1083.0
2017.0_PASSAT,0.7805781747389924,1082.0
2002.0_G20,0.7844630601579197,1081.0
1995.0_K2500,0.7849528022994532,1080.0
1997.0_SIERRA,0.7874382302851003,1079.0
1991.0_TOWN CAR,0.7877025634556478,1078.0
1990.0_MPV,0.7877918013498182,1077.0
2004.0_GRAND PRIX,0.7878052531443746,1076.0
2004.0_S10,0.789174023312904,1075.0
2016.0_MAZDA3,0.7917147390128616,1074.0
2007.0_MURANO,0.7950365338872051,1073.0
2013.0_MALIBU,0.7950463445622968,1072.0
2019.0_JOURNEY,0.7951974721802089,1071.0
2012.0_SONATA,0.7984281035090743,1070.0
1997.0_PATHFINDER,0.7990936646783402,1069.0
2009.0_TC,0.7992071165049401,1068.0
1998.0_IMPREZA,0.8008788694077492,1067.0
2006.0_SEBRING,0.8016749036526932,1066.0
2006.0_XTERRA,0.8018452071539409,1065.0
1998.0_E-350 WAGON,0.8020299339539874,1064.0
1975.0_G10 VAN,0.8025857808865894,1063.0
1994.0_CORSICA,0.8031165757322071,1062.0
2006.0_EXPRESS,0.8032886136224263,1061.0
2014.0_CAPTIVA SPORT,0.8033001275105512,1060.0
1989.0_CAVALIER,0.806902573104964,1059.0
2007.0_ENVOY,0.8070566628444522,1058.0
1992.0_SEVILLE,0.8073503727872261,1057.0
1970.0_280,0.8073705237172282,1056.0
2008.0_NAVIGATOR L,0.8086436190667796,1055.0
1989.0_CENTURY,0.80930689008677,1054.0
2019.0_500,0.81025527553462,1053.0
1972.0_DEVILLE,0.8106429254978197,1052.0
2001.0_CATERA,0.8118701555167701,1051.0
1991.0_THUNDERBIRD,0.8120558150265226,1050.0
2010.0_ECONOLINE,0.8128863648732768,1049.0
1995.0_TROOPER,0.8160162557182876,1048.0
2007.0_RX 300,0.8175015555500255,1047.0
2008.0_MAZDA3,0.8193629881185356,1046.0
2008.0_FOCUS,0.8202818003156875,1045.0
2002.0_EXPLORER,0.8213700931344914,1044.0
2006.0_TRIBUTE,0.8225726618438609,1043.0
2000.0_GRAND CARAVAN,0.8244090831649183,1042.0
1985.0_F-250,0.8296285057765103,1041.0
2010.0_ELANTRA,0.8310976128916813,1040.0
1998.0_SABLE,0.8362510177251395,1039.0
2017.0_1500,0.838506513703434,1038.0
1998.0_NEON,0.8390280860791595,1037.0
2006.0_ELANTRA,0.8403351873960082,1036.0
1991.0_K2500,0.8405094943681173,1035.0
2007.0_MILAN,0.840637076494935,1034.0
2008.0_TL,0.8439700764832822,1033.0
1989.0_XJ6,0.8460419941525185,1032.0
1979.0_F100,0.8477209287056707,1031.0
2007.0_G35,0.8481610640837425,1030.0
1992.0_CORSICA,0.8523733984361316,1029.0
1992.0_PARK AVENUE,0.8544150568824955,1028.0
1978.0_C10,0.8544933272253481,1027.0
2013.0_VELOSTER,0.8551619409108037,1026.0
2017.0_RENEGADE,0.857902954473644,1025.0
1994.0_YUKON,0.8594272353888408,1024.0
2002.0_V70 XC,0.86040144580717,1023.0
2007.0_CIVIC,0.8609111724608468,1022.0
1982.0_TOWN CAR,0.8622916091347245,1021.0
1977.0_DEVILLE,0.8634735422471239,1020.0
2002.0_YUKON,0.8637675060733666,1019.0
2001.0_TIBURON,0.8656057133365339,1018.0
1991.0_K1500,0.8663443475895789,1017.0
2012.0_FRONTIER,0.8690525498301694,1016.0
1998.0_TROOPER,0.8716525132379477,1015.0
2007.0_ENDEAVOR,0.8719486792992301,1014.0
2004.0_COOPER,0.8728833287946863,1013.0
1993.0_CAMARO,0.8751185953476104,1012.0
1982.0_K10,0.8769878631622169,1011.0
2008.0_TUCSON,0.8773406349805434,1010.0
2003.0_QX4,0.8776763321327911,1009.0
1990.0_MX-5 MIATA,0.8780409591292726,1008.0
2007.0_VERACRUZ,0.8783312021299376,1007.0
2015.0_TOWN & COUNTRY,0.8808007839799415,1006.0
1991.0_FLEETWOOD,0.8816007945918513,1005.0
2017.0_XTS,0.8816229768214402,1004.0
2005.0_RAM 1500,0.8821434876054274,1003.0
2007.0_SONATA,0.8824654849450038,1002.0
1984.0_B-SERIES,0.8829454696987451,1001.0
1978.0_CAMARO,0.8836973469203268,1000.0
2014.0_FORTE KOUP,0.8842704889855988,999.0
2000.0_MONTE CARLO,0.8846546886586403,998.0
2009.0_JOURNEY,0.8848424079284519,997.0
2001.0_7 SERIES,0.8856414018369052,996.0
1990.0_SPIRIT,0.8871777432294643,995.0
2008.0_G37,0.888818512269612,994.0
2008.0_CANYON,0.8896023865647427,993.0
1997.0_SABLE,0.8917536090585244,992.0
1990.0_WRANGLER,0.8919326779018577,991.0
2001.0_ECLIPSE,0.8938580587712099,990.0
2010.0_ACCENT,0.8941302532310409,989.0
1993.0_G2500 VANDURA,0.8942625745846887,988.0
2007.0_S-TYPE,0.8944637253732156,987.0
2005.0_SAVANA,0.8947310295854782,986.0
2022.0_ENCLAVE,0.8950005712319081,985.0
1995.0_GRAND VOYAGER,0.8950213291006618,984.0
2008.0_SEBRING,0.896231757501966,983.0
2004.0_GOLF,0.8970190111940219,982.0
2009.0_IMPALA,0.9001885491358682,981.0
1987.0_FIREBIRD,0.9018817345449492,980.0
1994.0_MPV,0.9040342317739604,979.0
1999.0_SAVANA,0.90497009044315,978.0
1991.0_C1500,0.9080776767612223,977.0
2002.0_MONTE CARLO,0.9098361456564199,976.0
1992.0_CAVALIER,0.9104363332346979,975.0
2011.0_SEDONA,0.9119584590322715,974.0
2003.0_MAXIMA,0.9124140404082226,973.0
2000.0_MAXIMA,0.9130205836947146,972.0
2003.0_L SERIES,0.9135629970954223,971.0
2006.0_ION,0.9168544804178342,970.0
2002.0_XL-7,0.9173601146933732,969.0
1989.0_ELECTRA,0.9199629212287112,968.0
2004.0_XB,0.9212429938385643,967.0
2013.0_PATHFINDER,0.9219449238483116,966.0
2009.0_GRAND CARAVAN,0.9237229812895751,965.0
2009.0_XD,0.9275449188968565,964.0
2004.0_F-250,0.929454252832704,963.0
2008.0_TAURUS,0.9303718107013835,962.0
1995.0_RAM WAGON,0.9313706673633966,961.0
2002.0_MAXIMA,0.9341094792340302,960.0
2009.0_SORENTO,0.9343039966471622,959.0
1995.0_E-350 WAGON,0.9351271991797437,958.0
2001.0_300M,0.9355094954361867,957.0
2003.0_FX35,0.9356993626693516,956.0
1997.0_CIRRUS,0.9361666293443904,955.0
2005.0_FREESTYLE,0.9382902815499198,954.0
2015.0_ACCENT,0.9383514485110965,953.0
1998.0_MUSTANG,0.938771628593767,952.0
1998.0_ASTRO,0.9392592548715669,951.0
2002.0_S80,0.9394480593814305,950.0
2005.0_CAYENNE,0.9416362517207127,949.0
1997.0_AVENGER,0.9447177918358597,948.0
1989.0_CELEBRITY,0.9451401942081031,947.0
2000.0_ECHO,0.9478165806349655,946.0
1991.0_GRAND MARQUIS,0.9488519212104215,945.0
1995.0_S10,0.9492570809737957,944.0
1995.0_WINDSTAR,0.9493382831443214,943.0
2002.0_ALERO,0.9494250805243584,942.0
1994.0_CIVIC DEL SOL,0.950525649306306,941.0
2001.0_SENTRA,0.9546738679399377,940.0
1998.0_RANGE ROVER,0.9577012475296459,939.0
1996.0_CAMRY,0.9615586054573325,938.0
2009.0_ARMADA,0.9631788091668073,937.0
2003.0_PASSAT,0.9655444025062301,936.0
1999.0_IMPREZA,0.9675228143798659,935.0
2003.0_F-450,0.968468610495806,934.0
1998.0_MPV,0.9703049799439155,933.0
2012.0_XD,0.971794190203878,932.0
2016.0_JOURNEY,0.9738691522106148,931.0
1998.0_LS 400,0.9747104354415198,930.0
2010.0_MAZDA3,0.9751223705676644,929.0
1999.0_ECONOLINE,0.9752479061774347,928.0
2001.0_SIERRA,0.9784035687427404,927.0
1994.0_TOWN CAR,0.9786796422953711,926.0
2011.0_PATHFINDER,0.9798610086835112,925.0
2010.0_EDGE,0.9809594551013177,924.0
2009.0_PILOT,0.9812452068090525,923.0
2005.0_F-250,0.9815144134300908,922.0
1987.0_190,0.9817538371738592,921.0
1996.0_BRAVADA,0.984791207889523,920.0
1999.0_BREEZE,0.9848426461671036,919.0
2001.0_TOWN & COUNTRY,0.9909885658910663,918.0
2005.0_ECHO,0.9929634426519771,917.0
2003.0_LESABRE,0.993579781107485,916.0
2011.0_GL-CLASS,0.9976126477233063,915.0
1984.0_CAMARO,0.998354954092549,914.0
2007.0_TC,1.0003425904372825,913.0
1966.0_F100,1.0010205497771556,912.0
2006.0_CROSSFIRE,1.0038776674646446,911.0
2008.0_ODYSSEY,1.0040993712694004,910.0
2016.0_200,1.0050356408649495,909.0
2005.0_VIBE,1.005818101022532,908.0
2003.0_MALIBU,1.0085617180384485,907.0
1988.0_TOWN CAR,1.0087903059968042,906.0
2015.0_CHALLENGER,1.019202343017173,905.0
1997.0_METRO,1.0260844961144489,904.0
1998.0_INTRIGUE,1.0275820664628637,903.0
2001.0_MUSTANG,1.029645537711458,902.0
1990.0_K2500,1.0297968117759433,901.0
1993.0_SHADOW,1.030503448437689,900.0
2009.0_AURA,1.030950316103349,899.0
1998.0_900,1.0312017746810846,898.0
1993.0_COROLLA,1.0320558407379683,897.0
1988.0_ELDORADO,1.0335735382165896,896.0
1979.0_VOLARE,1.0342953280603708,895.0
1995.0_SENTRA,1.0366683770386502,894.0
1999.0_3 SERIES,1.0375758196053035,893.0
2017.0_TRAVERSE,1.0408544442769683,892.0
1996.0_PASSPORT,1.0435336036155227,891.0
2000.0_ASTRO,1.0451783743604584,890.0
1992.0_TERCEL,1.049033413833001,889.0
2009.0_SIENNA,1.0493067362071555,888.0
1992.0_GRAND MARQUIS,1.0511517471381888,887.0
2003.0_INTREPID,1.0516900023460731,886.0
2001.0_AZTEK,1.0530985114769147,885.0
1991.0_JETTA,1.054105184855349,884.0
2003.0_H2,1.0582109406150908,883.0
2001.0_CONTINENTAL,1.0640840089252173,882.0
2017.0_MIRAGE G4,1.0643832822986776,881.0
2009.0_S60,1.0658690303173282,880.0
2004.0_EXPLORER,1.0722044538615407,879.0
2009.0_A4,1.0732166914105898,878.0
1986.0_TERCEL,1.0738636595380433,877.0
2007.0_FUSION,1.0765914702827275,876.0
1992.0_4RUNNER,1.0772178827092664,875.0
1992.0_SHADOW,1.0808721184196708,874.0
2007.0_NEW BEETLE,1.0815600296456278,873.0
2018.0_CRUZE,1.0817738261473806,872.0
2003.0_TUNDRA,1.082029376191279,871.0
1995.0_RODEO,1.0846537045222397,870.0
2006.0_HHR,1.0872677473076489,869.0
2002.0_MILLENIA,1.0888208990330732,868.0
1992.0_SONOMA,1.088997900770561,867.0
2000.0_CR-V,1.0903578275354853,866.0
2010.0_FLEX,1.0905199906579883,865.0
1991.0_BRAVADA,1.0906728070549276,864.0
2009.0_CLK-CLASS,1.0907764760775651,863.0
2004.0_MAXIMA,1.0918774031284726,862.0
2002.0_DISCOVERY II,1.0935539942335508,861.0
2010.0_COLORADO,1.0943459033225116,860.0
2014.0_ELANTRA,1.095809919232235,859.0
2000.0_SONOMA,1.0959093609368102,858.0
1997.0_C-CLASS,1.0984341790305523,857.0
1987.0_L LINE,1.1001414867999855,856.0
1985.0_F-150,1.1020797425603428,855.0
2002.0_C-CLASS,1.1036143820573143,854.0
1995.0_IMPREZA,1.1039156411681268,853.0
1989.0_GRAND AM,1.10432862725859,852.0
2011.0_CAMRY,1.1055033478803469,851.0
2001.0_TRIBUTE,1.1060573914560243,850.0
1999.0_SEBRING,1.1094328344355597,849.0
2017.0_MALIBU,1.110275621026618,848.0
1999.0_EXPEDITION,1.1110119193007855,847.0
2003.0_GRAND AM,1.1158016840147207,846.0
2006.0_MOUNTAINEER,1.1227410636625688,845.0
2008.0_RX 350,1.124012025973391,844.0
1979.0_242,1.1263026190468428,843.0
1998.0_GRAND VOYAGER,1.1263854364767074,842.0
1987.0_BLAZER,1.1265908672872782,841.0
2014.0_ACCENT,1.128012330433692,840.0
1996.0_ECLIPSE,1.1322025939826033,839.0
1989.0_PROBE,1.13493533458762,838.0
2005.0_XB,1.1359183574059453,837.0
2001.0_SANTA FE,1.1416027753951656,836.0
1995.0_SEVILLE,1.1446707710362367,835.0
1992.0_ESCORT,1.147883409305213,834.0
1996.0_CIVIC,1.1525869329387173,833.0
1997.0_C2500,1.1586670077368237,832.0
1992.0_MAXIMA,1.158954477899973,831.0
2012.0_BEETLE,1.159686970021633,830.0
2000.0_ECLIPSE,1.162106494864727,829.0
1983.0_CLUB WAGON,1.1654887636529196,828.0
1994.0_MUSTANG,1.1662188776464677,827.0
1997.0_T100,1.166240352252637,826.0
1986.0_CELICA,1.1674666390909658,825.0
1992.0_MPV,1.1681934451594589,824.0
2006.0_7 SERIES,1.170356310643909,823.0
1999.0_RAM 1500,1.1722855480127234,822.0
2003.0_MONTANA,1.172723932605486,821.0
2013.0_MAZDA3,1.1733352353804627,820.0
2006.0_RSX,1.1738650707465517,819.0
1998.0_VOYAGER,1.1775790397154728,818.0
2018.0_ELANTRA,1.1793636757350527,817.0
2001.0_ECONOLINE,1.1809701014161436,816.0
2015.0_PATRIOT,1.1859269842680569,815.0
2006.0_XA,1.1874110979097623,814.0
1994.0_K1500,1.1882812847579634,813.0
2003.0_AERIO,1.1885810365110032,812.0
1999.0_4RUNNER,1.190107096839554,811.0
1992.0_CAMRY,1.1908713685588295,810.0
1989.0_SIERRA,1.1926478312841946,809.0
1993.0_METRO,1.1967358107715886,808.0
2000.0_SPECTRA,1.1968880171728211,807.0
1995.0_C1500,1.1976427741078164,806.0
1991.0_CAMRY,1.2033965138913556,805.0
2005.0_TC,1.2039497346099257,804.0
1975.0_CONTINENTAL,1.2052703614468452,803.0
2020.0_JOURNEY,1.2053521346162415,802.0
1999.0_NEON,1.2054469267840429,801.0
1991.0_GRAND CARAVAN,1.2070625956923424,800.0
2005.0_NEW BEETLE,1.2082587191336118,799.0
1988.0_C10,1.2103544152596357,798.0
1990.0_CUTLASS SUPREME,1.2113131076151837,797.0
2001.0_IMPALA,1.2160140372682087,796.0
1993.0_SIERRA,1.2179528430929414,795.0
2009.0_OUTBACK,1.2196206127017566,794.0
2004.0_PRIUS,1.2218924097930042,793.0
2003.0_ENVOY,1.2220453220234724,792.0
1999.0_GRAND AM,1.22381219485831,791.0
1986.0_JETTA,1.2248815319121322,790.0
1980.0_F350,1.225065349347185,789.0
1998.0_CATERA,1.2253956675207491,788.0
2012.0_C-CLASS,1.2257957573146472,787.0
2014.0_SEDONA,1.2261003791301375,786.0
1993.0_SABLE,1.226326761421698,785.0
2001.0_AURORA,1.2280509055994835,784.0
2007.0_AVEO5,1.2282366657865078,783.0
1997.0_JETTA,1.2292206608612535,782.0
2016.0_FORTE5,1.2302798632603393,781.0
2002.0_REGAL,1.233047653483157,780.0
1998.0_ACCENT,1.2362888642465508,779.0
2002.0_RX 300,1.236859151698624,778.0
2011.0_KIZASHI,1.2389109488176855,777.0
1997.0_G1500,1.2404021442574364,776.0
1996.0_CUTLASS CIERA,1.242904763940667,775.0
1988.0_CORSICA,1.2443030444360696,774.0
1983.0_IMPERIAL,1.245228741137839,773.0
1994.0_ESCORT,1.2452825282779474,772.0
2002.0_PATHFINDER,1.2460203283549143,771.0
2007.0_SAVANA,1.2476456467532837,770.0
1999.0_EIGHTY EIGHT,1.2483437265905208,769.0
2014.0_VERANO,1.249250635830016,768.0
2010.0_FOCUS,1.2493204244868616,767.0
2007.0_G6,1.2506142842951151,766.0
1995.0_GRAND AM,1.2524211957673141,765.0
2001.0_SLK-CLASS,1.2583384572289678,764.0
1998.0_ACCORD,1.2594010911645837,763.0
2017.0_CRUZE,1.2596733439196393,762.0
2001.0_JIMMY,1.261286094910694,761.0
2005.0_MAZDA3,1.2619687208875203,760.0
1987.0_ASTRO,1.2624449828118345,759.0
1997.0_SUPER DUTY,1.2633339204880794,758.0
2018.0_PACIFICA,1.2640121458677804,757.0
1996.0_LESABRE,1.2660593511126343,756.0
1989.0_RELIANT,1.2680177934359498,755.0
2010.0_5 SERIES,1.2728483947908222,754.0
1992.0_G20,1.2728622118841615,753.0
2000.0_COROLLA,1.2744970798967414,752.0
1998.0_GRAND MARQUIS,1.2754366160006363,751.0
1999.0_DURANGO,1.2754937522605692,750.0
1987.0_G20,1.2772036020870445,749.0
2005.0_PILOT,1.279088836213963,748.0
2001.0_EXCURSION,1.2793948237004429,747.0
1998.0_LESABRE,1.2827191211104079,746.0
2019.0_RANGE ROVER VELAR,1.282767195944127,745.0
1996.0_TOWN & COUNTRY,1.283236915879752,744.0
1999.0_VENTURE,1.2832920066926912,743.0
2005.0_SIERRA,1.2835459918960366,742.0
1997.0_ECONOLINE WAGON,1.2876537232690917,741.0
2001.0_GS 300,1.2900565086970526,740.0
2011.0_SORENTO,1.292870821637255,739.0
2000.0_ALERO,1.2935826051968455,738.0
1991.0_PRIZM,1.2942376419913633,737.0
1974.0_BUG,1.2951978547273997,736.0
2012.0_F-150,1.295257817366447,735.0
1999.0_ELDORADO,1.3007347318366296,734.0
1990.0_RIVIERA,1.3031956838505552,733.0
2008.0_TOWN & COUNTRY,1.3032401155070512,732.0
1994.0_XJ6,1.3046717154814043,731.0
2001.0_EXPLORER SPORT TRAC,1.304974823417213,730.0
2012.0_AVENGER,1.3061695791393322,729.0
2008.0_FORTWO,1.3064394195750837,728.0
2001.0_ACCORD,1.308786362700293,727.0
2003.0_LS,1.3109585340197585,726.0
2004.0_GALANT,1.3113113295908823,725.0
2000.0_QX4,1.3116585210578375,724.0
2000.0_F-250,1.3120465258901028,723.0
2006.0_MAZDA3,1.3122389772856888,722.0
2000.0_F-150,1.31475640198704,721.0
2006.0_MARINER,1.315700624755429,720.0
1997.0_SL-CLASS,1.316340206484925,719.0
2019.0_IMPALA,1.3190398845008187,718.0
2001.0_HIGHLANDER,1.3216530412840495,717.0
2015.0_TAHOE,1.321933549166825,716.0
2007.0_TOWN & COUNTRY,1.323633410775998,715.0
2002.0_LIBERTY,1.3245234714700507,714.0
1997.0_SEBRING,1.3258378094255348,713.0
1994.0_ECONOLINE,1.3285306366866596,712.0
2007.0_A8,1.3301557272732816,711.0
1993.0_C3500,1.3312250552497806,710.0
1995.0_TRACKER,1.3319519449749788,709.0
2008.0_LR2,1.332028435617665,708.0
2017.0_ALTIMA,1.3327698003180894,707.0
1997.0_SILHOUETTE,1.3345125969545182,706.0
1998.0_RANGER,1.3349143333853961,705.0
2003.0_SONOMA,1.3357734012446907,704.0
2008.0_SPORTAGE,1.3369815449906226,703.0
1999.0_MOUNTAINEER,1.3369949670701022,702.0
1990.0_CUTLASS CIERA,1.3372062104636422,701.0
2000.0_CONTOUR,1.3393618975129513,700.0
1998.0_SIENNA,1.3409544223840817,699.0
1979.0_280ZX,1.3472081805993112,698.0
1998.0_NEW BEETLE,1.3477681409364994,697.0
2001.0_CR-V,1.3481379880232414,696.0
1998.0_C1500,1.3524965191762557,695.0
1997.0_TAURUS,1.3554787695928405,694.0
2014.0_ATS,1.3566519914188648,693.0
2009.0_LR2,1.3567734671704281,692.0
2015.0_TRAX,1.358470919848329,691.0
2005.0_ES 330,1.3604358083164132,690.0
2000.0_JIMMY OR ENVOY,1.3625988855462843,689.0
2000.0_STRATUS,1.3634023440231078,688.0
2013.0_GV,1.3644803263182275,687.0
2008.0_ACADIA,1.3648613302888417,686.0
2003.0_MUSTANG,1.368317422836016,685.0
2018.0_TRAX,1.3687460967923133,684.0
1993.0_BRONCO,1.3725231435164398,683.0
1965.0_IMPALA,1.373000143589182,682.0
2017.0_COROLLA,1.3750082423838041,681.0
1996.0_F-350,1.3752596605712346,680.0
2000.0_CAVALIER,1.3775402803181027,679.0
1995.0_PROBE,1.379719599371721,678.0
1991.0_RIVIERA,1.379927694935464,677.0
2005.0_DEVILLE,1.3832064480259207,676.0
2000.0_C2500,1.3863786232725632,675.0
2006.0_GOLF,1.3870915385220153,674.0
2003.0_GOLF,1.389049618546874,673.0
2002.0_7 SERIES,1.3893429546736182,672.0
2002.0_FRONTIER,1.389546923801658,671.0
1996.0_RANGER,1.3908324667347969,670.0
2013.0_GENESIS COUPE,1.3923189499796953,669.0
2009.0_AVENGER,1.393856754768324,668.0
2009.0_MAZDA3,1.3946441668467477,667.0
1996.0_TAURUS,1.3983112632766626,666.0
2007.0_ARMADA,1.3985934433902631,665.0
1995.0_NEW YORKER,1.3987604955238053,664.0
2000.0_IMPALA,1.4066483947300161,663.0
1977.0_CHEYENNE,1.407330251789841,662.0
