alpha,mean_test_score,std_test_score
0.01,-0.057336422257290874,0.007540035874951505
0.1,-0.19927305273525514,0.013474986929596982
1.0,-0.304443119477276,0.020061087893484437
10.0,-0.4213289209056114,0.022949446030162517
100.0,-0.6878027891609122,0.030833708021508935
